'fulfill via','vendor inco term','shipment mode','po sent to vendor date',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','line item insurance (usd)','sub classification'
'Direct Drop',EXW,Air,7/8/14,Generic,10mg/ml,'Oral solution',239.239239,18.917803,2.8182,1.062691,0.041902,'Aurobindo Unit III India',True,5.450491,2.23651,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,0.8871,0.187,1.501144,0.041902,'Aurobindo Unit III India',False,3.607611,0.311347,Pediatric
'Direct Drop',DDP,Truck,4/2/09,Aluvia,200/50mg,Tablet,119.119119,0.64355,2.419359,26.753069,1.257071,'ABBVIE Ludwigshafen Germany',True,1.519792,3.660922,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,2.814525,5.679203,14.387206,0.670438,'Hetero Unit III Hyderabad IN',True,0.551697,5.161875,Adult
'Direct Drop',DDP,Truck,11/28/14,Generic,400mg,'Delayed-release capsules',29.029029,0.009677,0.016722,10.567462,1.969411,'Aurobindo Unit III India',False,1.519792,0.012973,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150mg,Tablet,59.059059,1.179036,0.286553,1.731518,0.167609,'Strides Bangalore India.',True,0.066484,0.31005,Adult
'Direct Drop',EXW,Air,5/20/14,Determine,300mg,'Test kit',99.099099,5.038726,42.002756,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.844046,33.340079,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,1.198391,0.941252,5.59585,0.544731,'Aurobindo Unit III India',True,0.047822,1.424413,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,580.645421,674.396249,8.28602,1.550388,'Hetero Unit III Hyderabad IN',False,76.364022,644.140708,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,2.135491,0.560989,1.872715,0.167609,'Aurobindo Unit III India',False,1.519792,0.848421,Adult
'Direct Drop',FCA,Air,3/4/15,Norvir,100mg,Tablet,29.029029,0.48226,1.172381,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',True,1.519792,1.065066,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,16.253278,4.131445,1.813264,0.167609,'Strides Bangalore India.',False,5.18339,4.473019,Adult
'Direct Drop',DDP,Truck,12/2/13,Generic,300mg,Tablet,29.029029,2.393556,4.662141,13.889302,2.597947,'Hetero Unit III Hyderabad IN',False,1.519792,3.701138,Adult
'Direct Drop',EXW,Air,3/25/10,Generic,250mg,'Delayed-release capsules',29.029029,0.269356,0.366936,9.660831,1.801802,'Aurobindo Unit III India',True,2.386412,0.611019,Adult
'Direct Drop',DDP,Truck,10/9/14,Generic,200mg,Capsule,89.089089,0.014516,0.030662,13.56232,0.838047,'Aurobindo Unit III India',False,1.519792,0.024648,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,3.224204,0.974464,2.155108,0.209512,'Aurobindo Unit III India',False,1.057906,1.475007,Adult
'Direct Drop',EXW,Air,5/19/14,Generic,200mg,'Delayed-release capsules',29.029029,0.885487,1.016467,8.174549,1.550388,'Aurobindo Unit III India',False,0.153962,0.806908,Pediatric
'Direct Drop',DDP,Truck,6/25/14,Generic,150mg,Tablet,59.059059,0.220968,0.211985,6.792307,0.628536,'Aurobindo Unit III India',False,1.519792,0.168646,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,1.288714,1.270163,7.022681,0.670438,'Aurobindo Unit III India',True,0.087478,1.569708,Adult
'Direct Drop',FCA,Air,1/25/10,Aluvia,200/50mg,Tablet,119.119119,5.22421,19.683903,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',True,0.933103,32.767979,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.479034,0.648872,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',False,4.242122,0.701828,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,4.958081,4.133071,5.945126,0.544731,'Aurobindo Unit III India',False,2.443565,5.106092,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,72.9083,23.695683,2.318599,0.419024,'Strides Bangalore India.',False,38.989729,21.534837,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,12.391975,4.918697,2.831366,0.544731,'Strides Bangalore India.',False,5.69543,5.325332,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,3.908077,5.009282,9.140632,1.717997,'Mylan (formerly Matrix) Nashik',False,36.067949,4.784366,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,96.772893,57.76219,4.258197,0.419024,'Cipla Goa India',True,8.477245,96.158237,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.640325,0.163159,1.813264,0.167609,'Aurobindo Unit III India',False,0.062984,0.246483,Adult
'Direct Drop',EXW,Air,7/12/12,Generic,50mg,Capsule,29.029029,2.843558,0.663872,1.664635,0.293317,'Aurobindo Unit III India',True,0.123636,0.718693,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,7.585508,9.325821,8.769062,0.838047,'Aurobindo Unit III India',False,0.63801,14.113102,Adult
'Direct Drop',EXW,Air,3/17/15,Determine,300mg,'Test kit',99.099099,0.08871,0.752689,59.451265,3.352189,'Alere Medical Co. Ltd.',False,1.519792,0.683666,'HIV test'
'Direct Drop',EXW,Ocean,5/23/14,Generic,10mg/ml,'Oral solution',239.239239,22.358137,3.330666,1.062691,0.041902,'Aurobindo Unit III India',True,6.376596,2.643855,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.196775,0.350484,12.603668,0.377121,'MSD Haarlem NL',False,0.153962,0.583776,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,23.80169,46.862676,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',True,3.534129,44.760029,Adult
'Direct Drop',DDP,Truck,5/11/15,Generic,400mg,'Delayed-release capsules',29.029029,0.003226,0.007166,10.567462,1.969411,'Aurobindo Unit III India',False,1.519792,0.005189,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,10.238743,3.573452,2.489522,0.251414,'Ranbaxy Paonta Shahib India',True,0.430394,31.149964,Adult
'Direct Drop',EXW,'Air Charter',5/26/14,Generic,300/300mg,'Tablet - FDC',29.029029,47.008216,22.770349,3.455605,0.670438,'Aurobindo Unit VII IN',True,3.347509,18.073696,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,22.929106,9.912743,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',False,4.167473,9.467545,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.156452,0.279248,12.603668,0.377121,'MSD Haarlem NL',True,0.032659,0.422913,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,6.450021,8.07125,8.925121,1.676095,'Aurobindo Unit III India',True,9.892063,9.970889,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,13.114558,4.973207,2.705033,0.502828,'Aurobindo Unit III India',True,0.804802,5.383709,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,89.089089,1.637102,1.587503,6.91121,0.419024,'Strides Bangalore India.',False,0.478216,1.259658,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,30mg,Capsule,59.059059,7.619379,1.206655,1.129574,0.125707,'Aurobindo Unit III India',True,1.346002,1.490574,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.159678,0.000168,0.007431,0.0,'Mylan (formerly Matrix) Nashik',True,1.519792,0.0,Adult
'Direct Drop',EXW,Air,7/18/11,Bioline,300mg,'Test kit',24.024024,16.127471,33.602205,14.862816,3.352189,'Standard Diagnostics Korea',True,3.888709,42.810218,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,148.385963,177.755663,8.546119,1.59229,'Mylan (formerly Matrix) Nashik',True,8.955461,269.014223,Adult
'Direct Drop',EXW,Air,1/12/10,Stat-Pak,300mg,'Test kit',19.019019,0.224194,0.635082,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',True,0.044322,1.057283,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,5.906471,11.631521,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',False,6.209804,9.232737,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,9.367772,9.222974,7.022681,0.670438,'Aurobindo Unit III India',False,19.489033,11.394004,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,27.371056,22.012152,5.737047,0.544731,'Hetero Unit III Hyderabad IN',True,1.707579,23.828427,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,131.593973,131.595374,7.134152,1.340876,'Aurobindo Unit VII IN',True,25.273108,119.594886,Adult
'Direct Drop',DDP,Truck,10/9/14,Generic,150mg,Tablet,59.059059,0.190323,0.140986,5.239143,0.502828,'Aurobindo Unit III India',False,1.519792,0.111566,Adult
'Direct Drop',EXW,Air,1/2/13,Determine,300mg,'Test kit',99.099099,4.893564,40.793077,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.569947,38.962488,'HIV test'
'Direct Drop',DDP,Truck,8/29/14,Generic,20mg/ml,'Oral solution',239.239239,0.229033,0.64961,20.094528,0.460926,'Aurobindo Unit III India',False,1.519792,0.6201,Pediatric
'Direct Drop',FCA,Air,3/31/10,Norvir,100mg,Capsule,335.335335,0.030645,1.031184,228.055052,3.813115,'ABBVIE (Abbott) Logis. UK',True,0.066484,1.716301,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,5.369372,11.144776,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',True,0.43156,14.198722,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Zerit,30mg,Capsule,59.059059,5.804857,2.334681,2.868524,0.251414,'BMS Meymac France',False,1.519792,3.533789,Adult
'Direct Drop',EXW,Air,7/4/07,Generic,10mg/ml,'Oral solution',239.239239,0.804841,0.15961,1.411968,0.041902,'Aurobindo Unit III India',False,1.097563,0.197186,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,58.969545,33.355507,4.035255,0.377121,'Cipla Goa India',False,17.913254,55.527448,Adult
'Direct Drop',EXW,Air,3/2/11,Bioline,300mg,'Test kit - Ancillary',0.0,0.019355,0.001966,0.668827,3.771213,'Standard Diagnostics Korea',True,0.001166,0.002595,'HIV test - Ancillary'
'Direct Drop',DDP,Truck,2/20/08,Epivir,150mg,Tablet,59.059059,4.837112,2.74698,4.050117,0.377121,'GSK Cape Town Factory (South Africa)',False,1.519792,3.393683,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,564.516337,573.925657,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',True,47.869375,521.588026,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,116.300375,118.845902,7.290211,0.670438,'Mylan (formerly Matrix) Nashik',True,10.903314,128.655085,Adult
'Direct Drop',CIP,Air,9/27/10,Generic,200/50mg,Tablet,119.119119,18.45006,65.926182,25.48973,1.215169,'Cipla Ltd A-42 MIDC Mahar. IN',False,1.519792,109.749833,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,9.514547,4.708509,3.529919,0.670438,'Aurobindo Unit III India',False,14.919158,7.838162,Adult
'Direct Drop',EXW,Air,9/11/13,Determine,300mg,'Test kit',99.099099,0.003226,0.040323,59.451265,3.352189,'Alere Medical Co. Ltd.',True,0.002333,0.038918,'HIV test'
'Direct Drop',DDP,Truck,11/28/14,Intelence,100mg,Tablet,119.119119,0.051613,0.141897,19.016973,0.87995,'Janssen-Cilag Latina IT',False,1.519792,0.112863,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,56.932442,62.983196,7.892155,1.466583,'Aurobindo Unit III India',False,16.854182,95.318897,Adult
'Direct Drop',EXW,Air,5/13/15,Generic,600/300/300mg,'Tablet - FDC',29.029029,28.643641,28.34682,7.059838,1.340876,'Hetero Unit III Hyderabad IN',True,1.519792,25.761373,Adult
'Direct Drop',EXW,Air,10/8/13,Generic,60mg,'Chewable/dispersible tablet',59.059059,1.193552,0.622481,3.715704,0.335219,'Cipla Patalganga India',True,0.076981,0.594154,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,233.870109,292.582797,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',True,13.047119,361.463539,Adult
'Direct Drop',EXW,Air,2/20/15,Uni-Gold,300mg,'Test kit',19.019019,0.03871,0.134409,23.780506,6.704379,'Trinity Biotech Plc',False,0.222778,0.121944,'HIV test'
'Direct Drop',FCA,Air,4/30/14,Norvir,100mg,Tablet,29.029029,0.159678,0.390794,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',True,1.519792,0.31005,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,291.760619,68.685581,1.679498,0.167609,'Hetero Unit III Hyderabad IN',True,7.583799,65.604714,Adult
'Direct Drop',EXW,Air,2/2/11,Uni-Gold,300mg,'Test kit',19.019019,3.183881,10.618297,23.780506,6.704379,'Trinity Biotech Plc',True,0.768644,13.528029,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Determine,300mg,'Test kit',99.099099,2.498395,20.830763,59.443833,3.352189,'Inverness Japan',True,1.519792,25.735428,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,1.061294,0.215903,1.449125,0.041902,'Aurobindo Unit III India',False,0.342916,0.275023,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,5.159694,19.247343,26.604441,2.514142,'Aurobindo Unit III India',False,0.465385,23.77913,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,21.509747,14.609775,4.845278,0.460926,'Aurobindo Unit III India',False,11.234566,11.59638,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,1.959684,0.715055,2.600993,0.041902,'Aurobindo Unit III India',True,0.979759,31.149964,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,15mg,Capsule,59.059059,1.409682,0.316071,1.597753,0.167609,'Aurobindo Unit III India',True,0.06765,31.149964,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,50mg,Capsule,29.029029,5.950019,1.704892,2.043637,0.377121,'Aurobindo Unit III India',True,0.263602,2.106782,Pediatric
'Direct Drop',EXW,Air,2/17/10,Determine,300mg,'Test kit',99.099099,3.087107,23.16536,53.506138,3.01697,'Inverness Japan',True,1.127889,38.564223,'HIV test'
'Direct Drop',DDP,Truck,8/29/14,Generic,200mg,Tablet,59.059059,0.16613,0.342089,14.550697,1.382778,'Aurobindo Unit III India',False,1.519792,0.326914,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,20mg/ml,'Oral solution',239.239239,0.206452,0.270918,9.28926,0.209512,'Aurobindo Unit III India',False,0.044322,0.293185,Pediatric
'Direct Drop',DDP,Air,3/19/10,Generic,150mg,Tablet,59.059059,54.371143,14.329464,1.880146,0.167609,'Aurobindo Unit III India',True,2.111147,23.854373,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,134.758499,67.520322,3.574507,0.670438,'Hetero Unit III Hyderabad IN',False,23.31709,64.491648,Adult
'Direct Drop',DDP,Truck,6/25/14,Generic,300mg,Tablet,59.059059,0.019355,0.054503,18.541363,1.759899,'Aurobindo Unit III India',False,1.519792,0.04281,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,8.414543,9.836367,8.33804,0.796145,'Aurobindo Unit III India',True,0.719656,16.375557,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,183.247365,78.644226,3.06174,0.586633,'Mylan (formerly Matrix) Nashik',False,15.713463,85.135254,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,10.804874,6.146179,4.057549,0.377121,'Aurobindo Unit III India',True,1.519792,9.301493,Adult
'Direct Drop',EXW,Air,11/22/10,Determine,300mg,'Test kit',99.099099,0.0,0.014953,66.139532,3.729311,'Inverness Japan',True,1.59794,0.024648,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,1.319359,0.261442,1.411968,0.041902,'Aurobindo Unit III India',True,0.331252,0.39567,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,9.237127,10.124102,7.817841,1.466583,'Hetero Unit III Hyderabad IN',True,0.898112,9.66992,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,1.54194,0.466281,2.155108,0.209512,'Aurobindo Unit III India',False,0.178456,0.575992,Adult
'Direct Drop',EXW,Air,12/13/11,Generic,300/300mg,'Tablet - FDC',29.029029,66.588924,37.110292,3.975803,0.754243,'Aurobindo Unit VII IN',True,4.69701,40.17285,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.850003,0.258146,2.16254,0.209512,'Aurobindo Unit III India',True,4.911623,0.319131,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,17.703283,19.696665,7.936744,0.754243,'Aurobindo Unit III India',True,1.116225,24.333069,Adult
'Direct Drop',EXW,Air,10/16/12,Determine,300mg,'Test kit',99.099099,4.633886,42.974868,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.460307,46.521735,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,2.095168,0.633402,2.155108,0.209512,'Aurobindo Unit III India',True,0.075815,0.782259,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,1.143552,1.044961,6.509913,0.628536,'Aurobindo Unit III India',True,0.072316,1.739652,Adult
'Direct Drop',EXW,Ocean,10/24/13,Generic,50mg,Capsule,29.029029,4.333885,0.704517,1.1593,0.209512,'Aurobindo Unit III India',True,0.179622,0.673288,Pediatric
'Direct Drop',EXW,Ocean,3/30/11,Uni-Gold,300mg,'Test kit',19.019019,21.450069,71.505492,23.780506,6.704379,'Trinity Biotech Plc',True,5.216048,91.100145,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,7.095184,1.803766,1.813264,0.167609,'Aurobindo Unit III India',True,0.746483,2.729476,Adult
'Direct Drop',EXW,Air,7/20/11,Stat-Pak,300mg,'Test kit',19.019019,0.022581,0.073085,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.',True,0.006998,0.093404,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,3.675818,2.7619,5.358045,0.502828,'Aurobindo Unit III India',True,0.143465,4.597558,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,105.829374,51.813004,3.492762,0.670438,'Aurobindo Unit VII IN',False,13.523002,49.488612,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,300mg,Tablet,59.059059,0.079033,0.648076,57.333314,5.405405,'Aurobindo Unit III India',False,1.519792,0.618802,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300mg,'Tablet - FDC',29.029029,4.030658,9.45062,16.720668,3.142678,'Aurobindo Unit III India',True,2.504216,10.230345,Adult
'Direct Drop',CIP,Air,9/23/08,Atripla,600/200/300mg,'Tablet - FDC',29.029029,3.224204,16.935511,37.454297,7.039598,'MSD Haarlem NL',True,0.197118,25.630348,Adult
'Direct Drop',EXW,Air,4/14/11,Generic,600mg,Tablet,29.029029,48.38564,20.816566,3.069172,0.586633,'Hetero Unit III Hyderabad IN',True,3.448984,26.521579,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,48.38564,23.336731,3.440742,0.628536,'Cipla Kurkumbh India',True,3.499138,18.523852,Adult
'Direct Drop',EXW,Air,'N/A - From RDC',Capillus,300mg,'Test kit',99.099099,0.070968,1.323087,130.049642,7.332914,'Not Applicable',True,0.033825,31.149964,'HIV test'
'Direct Drop',EXW,Air,5/12/15,Uni-Gold,300mg,'Test kit',19.019019,20.135549,67.123764,23.780506,6.704379,'Trinity Biotech Plc',True,4.263117,61.003264,'HIV test'
'Direct Drop',DDP,Truck,5/11/15,Generic,200mg,Capsule,89.089089,0.003226,0.00859,12.663119,0.796145,'Aurobindo Unit III India',False,1.519792,0.006486,Pediatric
'Direct Drop',EXW,Air,9/22/11,Determine,300mg,'Test kit',99.099099,4.627434,38.575331,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.595607,49.146131,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,0.501615,0.618549,8.769062,0.838047,'Aurobindo Unit III India',False,0.169125,0.936636,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,50mg,Capsule,29.029029,7.280669,1.699196,1.664635,0.293317,'Aurobindo Unit III India',True,0.302092,2.098998,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,20mg/ml,'Oral solution',239.239239,0.740325,1.626851,15.643114,0.377121,'Aurobindo Unit III India',False,1.519792,31.149964,Pediatric
'Direct Drop',EXW,Air,'N/A - From RDC',Capillus,300mg,'Test kit',99.099099,0.001613,0.046707,103.296573,5.824429,'Trinity Biotech Plc',True,0.001166,0.05708,'HIV test'
'Direct Drop',EXW,Air,12/29/11,Generic,300mg,'Test kit',24.024024,0.004839,0.00756,8.360334,1.885607,'Standard Diagnostics Korea',True,0.002333,0.007784,Malaria
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,114.563273,64.203968,3.998098,0.377121,'Strides Bangalore India.',False,24.567448,81.797355,Adult
'Direct Drop',FCA,Air,3/31/10,Aluvia,200/50mg,Tablet,119.119119,13.264559,113.591413,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',True,2.353754,189.099221,Adult
'Direct Drop',DDP,Ocean,3/28/11,Generic,10mg/ml,'Oral solution',239.239239,80.643809,17.305135,1.53087,0.041902,'Cipla Goa India',True,1.519792,22.047262,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,34.777532,20.939909,4.295354,0.796145,'Aurobindo Unit III India',True,2.174131,31.68994,Adult
'Direct Drop',EXW,Ocean,3/11/13,Generic,150mg,Tablet,59.059059,3.917755,0.877774,1.597753,0.167609,'Aurobindo Unit III India',False,7.447332,0.838042,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,11.966168,2.306287,1.37481,0.041902,'Aurobindo Unit III India',False,14.267152,2.938338,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,3.148397,2.428129,5.499242,0.502828,'Cipla Goa India',True,0.330085,2.99931,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,21.562973,25.742683,8.516394,0.796145,'Aurobindo Unit III India',True,1.559449,24.587335,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,1.169359,5.013214,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',False,6.858311,6.193212,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150mg,Tablet,59.059059,12.475847,3.028379,1.731518,0.167609,'Aurobindo Unit III India',False,2.386412,3.278225,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,9.070997,1.909025,1.501144,0.041902,'Aurobindo Unit III India',True,2.51588,2.432399,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,0.133871,0.175283,9.229809,1.717997,'Aurobindo Unit III India',True,1.519792,0.216646,Adult
'Direct Drop',CIP,Air,10/30/14,Prezista,600mg,Tablet,59.059059,0.44355,2.504036,40.129604,3.771213,'Janssen-Cilag Latina IT',True,1.519792,1.987432,Adult
'Direct Drop',CIP,Air,11/6/12,Determine,300mg,'Test kit',99.099099,9.921,91.99074,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.235196,99.583054,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,15.279082,15.041909,7.022681,0.670438,'Aurobindo Unit III India',False,2.466892,18.583527,Adult
'Direct Drop',EXW,Air,12/2/09,Determine,300mg,'Test kit',99.099099,0.0,0.013441,59.451265,3.352189,'Inverness Japan',True,0.958764,0.022054,'HIV test'
'Direct Drop',EXW,Air,9/11/09,Bioline,300mg,'Test kit',29.029029,15.675857,39.193612,17.835379,3.352189,'Standard Diagnostics Korea',True,3.779069,59.315504,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,11.491973,16.390305,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',True,2.637184,17.74289,Adult
'Direct Drop',EXW,Air,7/16/13,Generic,150/300/200mg,'Tablet - FDC',59.059059,11.700038,9.909819,6.041735,0.586633,'Aurobindo Unit III India',True,1.06957,9.46495,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,60.750196,166.117959,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',True,3.81756,251.402359,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,62.095362,17.658799,2.028774,0.209512,'Strides Bangalore India.',True,3.143392,29.397647,Adult
