@relation CorrelationTest

@attribute 'fulfill via' {'From RDC','Direct Drop'}
@attribute 'vendor inco term' {'N/A - From RDC',EXW,CIP,FCA,DDP,DAP,DDU}
@attribute 'shipment mode' {Truck,Air,Ocean,'Air Charter'}
@attribute 'po sent to vendor date' {'N/A - From RDC',11/13/09,2/20/15,2/28/08,9/14/11,8/26/08,10/27/10,5/2/11,10/2/08,6/30/14,2/28/14,5/9/13,3/2/11,8/21/08,9/30/09,9/16/10,10/10/12,3/17/08,8/3/11,12/6/12,8/5/13,2/26/13,2/27/13,12/10/07,11/18/14,9/12/12,2/12/14,6/20/12,4/28/08,2/15/12,8/21/12,8/22/12,4/7/08,7/16/12,5/20/14,6/12/08,7/18/08,8/7/13,3/13/15,3/11/08,2/26/14,12/29/11,7/10/13,5/5/11,5/18/11,1/11/13,10/5/09,10/4/12,7/26/12,3/20/14,8/10/12,8/12/13,5/14/09,6/2/14,8/18/09,7/7/09,3/31/09,6/21/07,2/2/11,10/16/12,4/9/09,5/18/09,12/2/09,6/25/15,8/10/10,7/9/14,9/11/13,4/20/09,8/14/14,1/17/12,5/22/13,10/29/14,3/16/15,8/28/14,2/3/14,12/4/13,11/21/12,8/28/07,2/5/10,4/2/09,8/1/11,1/27/12,3/3/08,10/22/08,8/6/13,1/27/09,3/24/10,1/17/13,5/23/08,3/17/15,9/3/09,11/5/14,7/9/09,10/23/09,1/7/08,6/4/09,7/31/12,1/23/12,1/14/09,10/7/10,8/18/11,10/5/11,5/21/13,8/30/11,4/20/11,10/22/09,7/31/08,6/13/12,11/16/11,2/25/11,3/13/08,10/27/08,9/4/13,6/20/08,6/18/14,4/24/12,6/21/10,8/13/12,11/21/13,5/27/09,5/23/11,1/12/10,5/13/08,1/15/13,12/4/14,7/20/11,9/21/11,11/19/07,11/16/07,6/5/12,5/12/15,6/14/12,4/30/09,1/3/08,10/18/07,5/29/13,4/4/09,4/29/14,2/27/14,4/3/14,8/12/11,7/18/11,4/11/13,6/2/09,3/11/09,4/19/06,4/9/12,11/19/14,8/2/12,9/15/11,8/27/14,8/4/11,12/26/12,3/28/12,2/26/08,8/23/10,5/26/15,1/28/14,9/4/14,2/12/13,3/25/09,7/6/07,8/13/14,2/6/12,6/23/14,4/21/11,4/20/15,8/31/09,11/6/12,11/14/08,10/15/13,8/27/08,6/7/10,8/29/08,2/29/08,7/21/10,12/22/09,2/18/09,12/18/14,7/30/10,9/2/10,5/8/13,8/29/11,10/16/14,7/30/14,3/19/12,9/22/11,1/23/13,6/13/11,5/20/08,11/1/13,1/29/08,9/17/08,10/24/08,11/30/07,2/17/12,12/2/08,9/25/14,7/1/14,4/1/13,5/19/14,12/8/14,6/6/09,7/17/15,12/11/08,12/16/14,5/6/14,8/22/08,4/5/12,1/8/10,11/13/13,12/14/06,3/19/14,6/1/10,7/26/07,2/1/12,1/2/13,9/18/08,11/22/10,1/25/07,3/1/07,4/15/09,9/24/10,8/11/09,7/2/12,9/7/11,5/22/15,3/5/14,10/29/09,7/9/12,12/9/10,2/17/10,3/30/11,10/14/08,5/31/11,7/28/08,8/24/11,5/27/10,9/19/14,2/25/08,10/22/14,1/26/09,10/22/12,1/26/15,8/27/10,1/30/14,5/7/12,4/18/11,2/19/14,1/12/12,1/9/12,10/23/07,4/27/09,2/14/13,9/29/09,12/28/06,3/31/11,5/3/12,5/13/07,3/27/12,9/19/11,11/12/13,1/5/08,1/22/14,10/6/10,9/24/08,1/5/09,12/29/06,12/12/12,8/15/11,7/2/09,8/7/09,1/21/10,8/28/11,2/24/09,11/24/10,3/23/11,6/8/10,9/11/09,6/4/13,3/21/12,2/6/08,2/3/12,2/25/13,12/7/10,10/7/09,5/15/12,6/30/08,9/3/08,10/9/14,6/17/10,8/19/13,8/29/14,11/9/09,12/1/10,6/13/13,8/12/09,1/7/15,6/2/15,2/10/10,3/19/10,2/17/15,12/13/11,6/28/13,2/11/13,3/28/11,12/23/09,3/4/15,12/2/13,3/25/10,11/18/11,8/13/13,4/30/14,8/24/15,9/10/13,5/18/12,11/19/09,12/10/14,7/3/13,6/28/12,5/12/11,5/8/14,9/22/09,6/12/12,11/28/14,2/8/11,7/1/08,3/24/11,4/23/14,10/4/11,11/11/09,1/13/12,10/10/13,5/21/14,11/14/14,8/11/14,3/9/15,10/18/10,12/24/14,12/14/10,7/21/09,7/15/09,7/4/07,11/21/07,10/3/11,4/4/12,1/22/13,3/29/10,11/2/09,4/3/12,10/3/07,5/10/13,2/9/10,5/5/14,4/14/11,1/16/09,8/23/13,5/13/15,5/26/14,10/3/14,10/15/09,10/11/11,8/14/12,6/24/10,10/28/13,1/15/10,3/4/09,9/14/09,4/28/15,5/23/14,3/14/14,9/24/12,4/10/08,7/17/09,11/11/11,3/31/14,6/26/09,11/5/09,3/27/09,2/12/15,2/5/13,9/30/11,3/31/08,3/18/10,3/21/14,7/31/13,3/10/14,3/31/10,10/15/10,6/25/14,11/29/06,5/13/09,6/16/10,11/14/06,4/29/09,6/11/13,4/4/08,11/7/12,4/17/12,1/30/15,9/28/10,1/16/14,8/25/10,8/9/12,3/22/13,3/5/10,5/7/15,2/20/08,10/21/08,5/27/14,1/4/08,12/17/13,12/15/14,12/6/07,1/25/10,5/15/13,11/3/08,7/24/08,1/21/08,7/8/14,1/20/10,5/15/08,8/27/13,5/30/14,9/27/10,1/25/12,4/25/13,4/21/10,8/19/14,10/25/13,12/6/10,3/25/11,8/6/14,4/29/11,11/12/07,9/21/10,2/23/15,7/31/14,7/12/12,7/28/15,2/5/09,4/1/11,8/5/14,11/23/09,9/9/13,9/29/10,9/17/10,10/8/12,7/3/12,5/27/11,5/7/07,10/16/13,10/10/11,6/24/13,1/24/12,12/2/06,3/26/13,10/12/12,12/5/07,7/13/09,1/9/07,11/15/06,2/10/14,11/26/09,8/11/10,11/4/14,7/16/09,5/28/14,3/26/10,4/11/14,10/14/10,6/8/12,10/7/13,9/23/08,7/8/11,5/1/13,7/25/13,11/28/13,6/5/09,7/3/08,2/15/11,8/15/12,3/19/15,7/16/13,10/30/14,2/9/11,3/8/12,2/6/13,11/17/06,5/11/15,11/4/13,7/1/10,11/2/11,3/7/14,4/4/11,10/31/12,3/6/09,12/19/14,9/26/12,9/2/13,4/16/12,2/1/11,11/17/09,6/23/09,1/7/10,5/16/14,8/3/09,11/9/11,4/29/10,11/4/10,3/2/15,10/22/13,10/24/13,7/1/13,8/25/14,10/30/13,11/25/14,12/31/14,1/16/12,2/4/14,4/15/14,5/14/08,2/14/14,11/1/11,11/22/07,2/6/15,11/2/10,10/25/12,3/3/14,6/22/11,6/29/09,12/30/08,7/11/12,2/13/13,4/17/15,1/11/10,6/11/12,1/29/10,11/18/10,12/8/09,7/30/13,9/19/13,3/7/10,4/23/10,3/13/09,12/27/13,4/15/10,3/12/10,3/11/13,9/12/14,7/7/11,4/24/09,8/2/13,1/21/11,6/3/14,5/17/13,5/27/15,4/14/14,3/19/09,2/24/12,6/13/08,9/10/10,3/30/09,5/26/11,8/4/14,2/9/15,7/25/08,11/19/08,5/1/12,7/15/08,6/10/08,12/30/11,6/26/14,7/18/12,2/15/08,3/28/13,5/23/13,3/6/13,11/15/14,1/24/08,7/3/07,8/19/09,6/1/12,5/29/15,11/24/09,1/18/12,5/1/14,7/30/12,5/15/14,11/10/10,6/12/13,9/17/13,1/7/11,2/24/15,5/8/09,1/25/11,7/17/12,7/17/07,11/19/10,5/5/10,10/8/13,11/17/14,11/9/12,2/12/10,8/9/13,6/19/14,11/6/09,8/2/10,7/18/14,3/17/13,3/18/09,6/20/14,8/20/14,2/4/13,8/26/14,1/3/13,3/9/12,7/10/15,12/14/09,5/7/14,2/7/13,12/5/06,8/4/15,3/14/12,11/12/14,3/8/13,7/23/08,7/11/14,2/8/13,3/14/13,5/19/11,11/4/08,7/14/15,10/31/13}
@attribute brand {Generic,Uni-Gold,Determine,Stat-Pak,Bioline,OraQuick,Capillus,Genie,LAV,Multispot,'Colloidal Gold',Clearview,Reveal,'First Response',Hexagon,DoubleCheck,InstantCHEK,Coartem,Aluvia,Truvada,Crixivan,Norvir,Isentress,Zerit,Invirase,Viramune,'Videx EC',Prezista,Intelence,Viread,Retrovir,Trizivir,Combivir,Epivir,Ziagen,Kaletra,Atripla,Viracept,Stocrin/Sustiva,Paramax,Videx,Reyataz}
@attribute dosage {300mg,20/120mg,50+153mg,150mg,200mg,150/300/200mg,200/50mg,300/300mg,600/300mg,300/200mg,150/300mg,250mg,600mg,30mg,400mg,100mg,15mg,600/300/300mg,200/300mg,150/200/30mg,40mg,150/30mg,600/200/300mg,20mg,150/300mg+600mg,300/150/300mg,300/100mg,500mg,150/200/40mg,133.3/33.3mg,150/300+200mg,500/25mg,10mg/ml,50mg,80/20mg/ml,100/25mg,60/12mg,20mg/ml,30mg/ml,30/50/60mg,30/60mg,60/30mg,30/50/6mg,25mg,30/6mg,80mg/ml,1mg/ml,60mg,50mg/g,125mg,60/100/12mg}
@attribute 'dosage form' {'Test kit - Ancillary','Test kit','Tablet - FDC + blister','Tablet - FDC + co-blister',Tablet,'Tablet - FDC','Delayed-release capsules',Capsule,'Delayed-release capsules - blister','Tablet - blister','Oral solution','Chewable/dispersible tablet','Chewable/dispersible tablet - FDC','Oral suspension','Powder for oral solution',Injection,'Oral powder'}
@attribute 'unit of measure (per pack)' numeric
@attribute 'line item quantity' numeric
@attribute 'line item value' numeric
@attribute 'pack price' numeric
@attribute 'unit price' numeric
@attribute 'manufacturing site' {'Inverness Japan','Trinity Biotech Plc','Alere Medical Co. Ltd.','Chembio Diagnostics Sys. Inc.','Standard Diagnostics Korea','Orasure Technologies Inc USA','Bio-Rad Laboratories','KHB Test Kit Facility Shanghai China','ABBVIE GmbH & Co.KG Wiesbaden','Pacific Biotech Thailand','Ranbaxy Fine Chemicals LTD','Not Applicable','Premier Med. Corp Ltd. India','Human Diagnostic','Orasure Technologies Inc','INVERNESS ANY','Inverness USA','EY Laboratories USA','Novartis Pharma Suffern USA','Novartis Pharma AG Switzerland','Ipca Dadra/Nagar Haveli IN','Aurobindo Unit III India','Cipla Goa India','Strides Bangalore India.','Mylan (formerly Matrix) Nashik','ABBVIE Ludwigshafen Germany','Ranbaxy per Shasun Pharma','Aspen-OSD Port Elizabeth SA','Hetero Unit III Hyderabad IN','MSD Haarlem NL','ABBVIE (Abbott) Logis. UK','Macleods Daman Plant INDIA','Aurobindo Unit VII IN','Cipla Kurkumbh India','Ranbaxy Paonta Shahib India','BMS Meymac France','Roche Basel','Boehringer Ing. Koropi GR','Micro labs Verna Goa India','Janssen-Cilag Latina IT','ABBVIE (Abbott) France','Hetero Jadcherla unit 5 IN','Ranbaxy per Shasun Pharma Ltd','Bristol-Myers Squibb Anagni IT','Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India','GSK Ware (UK)','Gilead(Nycomed) Oranienburg DE','GSK U1 Poznan Poland','GSK Aranda','GSK Cape Town Factory (South Africa)','Cipla Patalganga India','Janssen Ortho LLC Puerto Rico','BI Ingelheim Germany','Cipla Ltd A-42 MIDC Mahar. IN','MSD Elkton USA','Mylan  H-12 & H-13 India','ABBVIE (Abbott) St. P burg USA',ABBSP,'Roche Madrid','MSD Midrand J burg SA','Guilin OSD site No 17 China','Micro Labs Hosur India','Meditab (for Cipla) Daman IN','Micro Labs Ltd. (Brown & Burk) India','Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway','ABBVIE Labs North Chicago US','GSK Mississauga (Canada)','MSD Manati Puerto Rico (USA)','GSK Barnard Castle UK','BMS Evansville US','GSK Crawley','Boehringer Ingelheim Roxane US'}
@attribute 'first line designation' {True,False}
@attribute 'weight (kilograms)' numeric
@attribute 'line item insurance (usd)' numeric
@attribute 'sub classification' {'HIV test - Ancillary','HIV test',ACT,Adult,Malaria,Pediatric}

@data
'Direct Drop',DDP,Truck,6/25/14,Generic,600mg,Tablet,29.029029,0.169355,0.277752,11.592997,2.178923,'Aurobindo Unit III India',False,1.519792,0.220537,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,1.22581,0.288955,1.679498,0.167609,'Aurobindo Unit III India',False,6.328774,0.276321,Adult
'Direct Drop',EXW,Air,5/21/13,Stat-Pak,300mg,'Test kit',19.019019,0.03871,0.121808,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.',True,0.008165,0.116755,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,9.353256,11.108889,8.471805,0.796145,'Aurobindo Unit III India',True,0.762812,16.81274,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,78.805093,35.627141,3.225231,0.586633,'Aurobindo Unit III India',False,19.14845,59.309017,Adult
'Direct Drop',DDP,Truck,11/28/14,Generic,20mg/ml,'Oral solution',239.239239,0.01129,0.023805,13.161024,0.293317,'Aurobindo Unit III India',False,1.519792,0.019459,Pediatric
'Direct Drop',DDP,Truck,1/26/15,Generic,150mg,Tablet,59.059059,0.306453,0.211998,4.912161,0.460926,'Aurobindo Unit III India',False,1.519792,0.168646,Adult
'Direct Drop',DDP,Truck,11/28/14,Generic,250mg,'Delayed-release capsules',29.029029,0.008065,0.011106,8.189412,1.550388,'Aurobindo Unit III India',False,1.519792,0.009081,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,2.088716,1.582986,5.402634,0.502828,'Mylan (formerly Matrix) Nashik',False,0.130634,1.51133,Adult
'Direct Drop',DDP,Truck,4/2/09,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.046774,0.181452,26.753069,0.502828,'ABBVIE (Abbott) Logis. UK',True,1.519792,0.275023,Pediatric
'Direct Drop',EXW,Air,10/16/12,Stat-Pak,300mg,'Test kit',19.019019,7.817767,23.621006,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.',True,2.080821,25.570673,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,0.683873,0.507687,5.283731,1.005657,'Mylan (formerly Matrix) Nashik',False,39.550757,0.550046,Adult
'Direct Drop',EXW,Air,2/15/12,Uni-Gold,300mg,'Test kit',19.019019,0.287098,0.962367,23.780506,6.704379,'Trinity Biotech Plc',True,0.073482,1.041715,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,10.271001,7.233621,5.023632,0.460926,'Aurobindo Unit III India',False,4.242122,7.830378,Adult
'Direct Drop',EXW,Air,7/30/13,Generic,600mg,Tablet,29.029029,179.592515,59.677536,2.370619,0.460926,'Strides Bangalore India.',True,8.109836,56.99986,Adult
'Direct Drop',EXW,Air,1/3/08,Viread,300mg,Tablet,29.029029,23.90169,42.328697,12.633394,2.388435,'Aspen-OSD Port Elizabeth SA',True,1.438146,52.29333,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,7.191959,2.173055,2.155108,0.209512,'Hetero Unit III Hyderabad IN',True,0.291595,3.618112,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,52.024361,50.671049,6.948367,0.670438,'Aurobindo Unit III India',True,6.518894,76.684777,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,40.321098,26.461736,4.681787,0.419024,'Cipla Patalganga India',True,2.643016,25.274893,Pediatric
'Direct Drop',DDP,Truck,12/23/09,Ziagen,300mg,'Tablet - blister',59.059059,0.062903,0.270066,29.866829,2.807459,'GSK Ware (UK)',False,1.519792,0.450156,Adult
'Direct Drop',EXW,Air,12/2/09,Prezista,300mg,Tablet,119.119119,0.162904,1.542341,66.882673,3.142678,'Aspen-OSD Port Elizabeth SA',True,0.017496,2.333806,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,0.079033,0.058804,5.201986,0.502828,'Strides Bangalore India.',True,0.040823,0.089512,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,89.998677,23.531288,1.865283,0.167609,'Mylan (formerly Matrix) Nashik',True,6.529392,29.980126,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,60/30mg,'Tablet - FDC',29.029029,9.675838,4.032265,2.972563,0.544731,'Mylan (formerly Matrix) Nashik',True,0.33825,3.851622,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,89.089089,9.296804,7.07066,5.424928,0.335219,'Strides Bangalore India.',True,0.408233,7.653948,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,125mg,'Delayed-release capsules',29.029029,0.198388,0.177084,6.316697,1.173266,'Aurobindo Unit III India',True,0.009331,0.294482,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,5.485502,3.355136,4.362237,0.838047,'Aurobindo Unit III India',True,0.457221,3.20428,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,80.643809,79.385209,7.022681,0.670438,'Aurobindo Unit III India',True,5.347849,120.14104,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/200/300mg,'Tablet - FDC',29.029029,28.790415,35.660069,8.835944,1.676095,'Cipla Goa India',True,2.469225,28.305338,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,72.321201,83.999799,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',True,5.907711,80.231538,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Determine,300mg,'Test kit',99.099099,0.240323,2.016132,59.451265,3.352189,'ABBVIE GmbH & Co.KG Wiesbaden',True,0.057153,2.490776,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,1.933877,0.433468,1.597753,0.041902,'Aurobindo Unit III India',False,1.152383,31.149964,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,73.661528,50.029469,4.845278,0.460926,'Hetero Unit III Hyderabad IN',True,4.729668,45.467047,Adult
'Direct Drop',FCA,Air,3/5/10,Invirase,500mg,Tablet,119.119119,0.691938,6.840287,70.360572,3.310287,'Roche Basel',True,0.089811,11.387518,Adult
'Direct Drop',EXW,Air,3/16/15,Uni-Gold,300mg,'Test kit',19.019019,0.141936,0.478495,23.780506,6.704379,'Trinity Biotech Plc',False,0.592521,0.434589,'HIV test'
'Direct Drop',EXW,Air,1/14/09,Uni-Gold,300mg,'Test kit',19.019019,1.127423,3.763447,23.780506,6.704379,'Trinity Biotech Plc',True,0.275266,5.695056,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,42.927558,50.978308,8.471805,0.796145,'Aurobindo Unit III India',True,3.490973,77.1505,Adult
'Direct Drop',EXW,Air,2/17/15,Generic,150/300/200mg,'Tablet - FDC',59.059059,10.380679,8.760044,6.019441,0.544731,'Mylan (formerly Matrix) Nashik',False,1.519792,7.961403,Adult
'Direct Drop',EXW,Air,8/12/13,'Colloidal Gold',300mg,'Test kit',0,4.817757,12.299415,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',True,2.323428,11.748162,'HIV test'
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,4.838725,5.747892,8.471805,0.796145,'Aurobindo Unit III India',True,0.394236,8.698258,Adult
'Direct Drop',EXW,Ocean,3/26/13,Generic,600/300/300mg,'Tablet - FDC',29.029029,77.659928,84.942173,7.802979,1.466583,'Hetero Unit III Hyderabad IN',False,9.740434,81.13185,Adult
'Direct Drop',EXW,Air,3/28/12,Uni-Gold,300mg,'Test kit',19.019019,0.104839,0.354839,23.780506,6.704379,'Trinity Biotech Plc',True,0.033825,0.383995,'HIV test'
'Direct Drop',DDP,Truck,8/5/14,Generic,400mg,'Delayed-release capsules',29.029029,0,0.003306,14.625011,2.765556,'Aurobindo Unit III India',False,1.519792,0.002595,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,32.256556,41.733938,9.229809,1.717997,'Aurobindo Unit III India',False,3.206377,51.55907,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.893561,0.770919,1.411968,0.041902,'Aurobindo Unit III India',False,2.939276,1.166254,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,4.837112,0.932461,1.37481,0.041902,'Aurobindo Unit III India',True,1.255024,1.009283,Pediatric
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,600mg,Tablet,29.029029,5.288727,5.35646,7.223329,1.340876,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',True,0.267101,8.106699,Adult
'Direct Drop',EXW,Air,4/28/08,Generic,300mg,'Test kit - Ancillary',99.099099,0.159678,0.000168,0.007431,0,'Inverness Japan',True,1.519792,0,'HIV test - Ancillary'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,9.675838,1.965729,1.449125,0.041902,'Aurobindo Unit III India',False,3.093238,2.127538,Pediatric
'Direct Drop',EXW,Air,11/2/09,Generic,150/200/30mg,'Tablet - FDC',59.059059,31.611392,20.252049,4.570316,0.419024,'Cipla Goa India',True,2.246447,30.649522,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,0.335485,0.263357,5.573556,0.502828,'Cipla Goa India',False,0.306758,0.325617,Adult
'Direct Drop',EXW,Air,2/6/15,Generic,600/200/300mg,'Tablet - FDC',29.029029,63.788915,69.305639,7.750959,1.466583,'Hetero Jadcherla unit 5 IN',True,5.645276,62.985507,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.004839,0.027621,30.543087,1.42468,'ABBVIE (Abbott) Logis. UK',False,0.253104,0.033729,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Trizivir,300/150/300mg,'Tablet - FDC',59.059059,1.322585,9.655594,52.019857,4.902577,'GSK Ware (UK)',True,0.216947,11.928484,Adult
'Direct Drop',EXW,Air,10/22/08,Stat-Pak,300mg,'Test kit',19.019019,5.98389,16.834201,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',True,1.564115,25.477269,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,7.73067,20.498571,18.912934,1.759899,'Mylan (formerly Matrix) Nashik',True,0.55403,31.021841,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,38.775932,24.518679,4.510865,0.838047,'Mylan (formerly Matrix) Nashik',True,2.339757,26.542335,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',29.029029,2.579041,0.537635,1.486282,0.293317,'Cipla Goa India',False,4.758828,0.664207,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600/300/300mg,'Tablet - FDC',29.029029,287.021894,333.365306,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',True,103.528997,264.611257,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,1.756457,0.357107,1.449125,0.041902,'Aurobindo Unit III India',True,0.597186,0.386589,Pediatric
'Direct Drop',EXW,Air,3/16/15,Uni-Gold,300mg,'Test kit',19.019019,0.074194,0.252689,23.780506,6.704379,'Trinity Biotech Plc',False,0.592521,0.229618,'HIV test'
'Direct Drop',FCA,Air,7/10/15,Kaletra,80/20mg/ml,'Oral solution',299.299299,7.251636,23.285915,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',True,4.628193,21.162518,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,64.627628,54.598156,6.026872,0.586633,'Mylan (formerly Matrix) Nashik',True,32.78809,43.338211,Adult
'Direct Drop',EXW,Air,1/16/09,Generic,30mg,Capsule,59.059059,15.443598,2.332867,1.077554,0.083805,'Aurobindo Unit III India',False,2.598693,3.529897,Adult
'Direct Drop',EXW,Air,7/10/13,Determine,300mg,'Test kit',99.099099,4.945177,45.860793,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.432314,43.803934,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/200/30mg,'Tablet - FDC',59.059059,51.719522,38.790788,5.350614,0.502828,'Strides Bangalore India.',True,2.778316,58.705782,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/12mg,'Chewable/dispersible tablet - FDC',59.059059,7.98551,2.745569,2.452365,0.251414,'Cipla Goa India',False,0.801303,4.570315,Pediatric
'Direct Drop',EXW,Air,7/10/13,Determine,300mg,'Test kit',99.099099,4.940339,45.815934,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.450976,43.759827,'HIV test'
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,6.450021,7.137108,7.892155,1.466583,'Aurobindo Unit III India',False,10.444927,10.801148,Adult
'Direct Drop',EXW,Ocean,9/28/10,Generic,200mg,Tablet,59.059059,382.136717,96.728609,1.805832,0.167609,'Hetero Unit III Hyderabad IN',True,15.888419,161.027393,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,13.441979,37.389929,19.84186,0.921852,'Aurobindo Unit III India',True,2.372416,35.712803,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,9.675838,16.381075,12.076038,2.262728,'Aurobindo Unit III India',True,0.645008,31.149964,Adult
'Direct Drop',EXW,Air,6/10/08,Generic,15mg,Tablet,1000,0.05,0.241076,33.322434,0.167609,'Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway',True,0.008165,0.298374,Malaria
'Direct Drop',FCA,Air,9/11/09,Aluvia,200/50mg,Tablet,119.119119,20.256517,76.305499,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',True,3.592448,115.479916,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Stocrin/Sustiva,50mg,Capsule,29.029029,4.837112,1.255042,1.850421,0.335219,'MSD Midrand J burg SA',False,1.519792,1.899217,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,0.845164,0.194935,1.642341,0.167609,'Hetero Unit III Hyderabad IN',True,0.040823,0.154376,Adult
'Direct Drop',DDP,Truck,12/2/13,Generic,10mg/ml,'Oral solution',239.239239,0.124194,0.08774,4.979043,0.125707,'Aurobindo Unit III India',False,1.519792,0.084323,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,0.035484,0.009004,1.731518,0.167609,'Hetero Unit III Hyderabad IN',True,0.001166,0.010378,Adult
'Direct Drop',CIP,Air,10/3/07,'Videx EC',400mg,'Delayed-release capsules - blister',29.029029,0.224194,0.556755,17.590143,3.310287,'BMS Meymac France',True,0.006998,0.687558,Adult
