'project code','pq #',country,'managed by','fulfill via','vendor inco term','shipment mode','pq first sent to client date','po sent to vendor date','scheduled delivery date','delivered to client date','delivery recorded date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','first line designation','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
113-ZW-T30,FPQ-12950,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,9/10/13,'N/A - From RDC',30-May-14,30-May-14,23-Jun-14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,362.902784,407.510738,8.011058,1.508485,'Aurobindo Unit VII IN',True,44.290923,54.800848,389.227911,Adult
107-RW-T30,FPQ-12190,Rwanda,'PMO - US','From RDC','N/A - From RDC',Truck,5/6/13,'N/A - From RDC',30-May-14,3-Jul-14,9-Jul-14,Nevirapine,Generic,200mg,Tablet,59.059059,49.459837,11.38642,1.642341,0.167609,'Hetero Unit III Hyderabad IN',True,2.19046,38.270279,10.875093,Adult
151-NG-T30,FPQ-13293,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',11/19/13,'N/A - From RDC',30-Jun-14,9-May-14,23-May-14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,148.587576,102.154903,4.904729,0.460926,'Mylan (formerly Matrix) Nashik',True,9.31004,155.979623,81.086446,Adult
151-NG-T30,FPQ-13293,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',11/19/13,'N/A - From RDC',30-Jun-14,9-May-14,23-May-14,Efavirenz,Generic,200mg,Tablet,89.089089,16.988764,16.459402,6.91121,0.419024,'Strides Bangalore India.',True,0.002333,155.979589,13.0649,Pediatric
105-GY-T30,FPQ-14042,Guyana,'PMO - US','From RDC','N/A - From RDC',Air,4/9/14,'N/A - From RDC',30-Jun-14,3-Jun-14,18-Jul-14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,1.661296,3.414154,14.647305,0.670438,'Mylan (formerly Matrix) Nashik',True,0.347581,15.025904,2.710017,Adult
102-BI-T30,FPQ-12602,Burundi,'PMO - US','From RDC','N/A - From RDC',Air,7/9/13,'N/A - From RDC',16-Jun-14,4-Jun-14,9-Jul-14,Efavirenz,Generic,600mg,Tablet,29.029029,0.922584,0.309028,2.385482,0.460926,'Strides Bangalore India.',False,0.216947,0.098256,0.29578,Adult
110-ZM-T30,FPQ-13574,Zambia,'PMO - US','From RDC','N/A - From RDC',Air,1/16/14,'N/A - From RDC',16-Jun-14,17-Jun-14,17-Jul-14,Nevirapine,Generic,10mg/ml,'Oral suspension',99.099099,10.93068,1.480412,0.966083,0.041902,'Aurobindo Unit III India',True,1.583943,10.873549,1.175335,Pediatric
111-MZ-T30,FPQ-13123,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,10/21/13,'N/A - From RDC',31-Jul-14,25-Jul-14,5-Sep-14,Efavirenz,Generic,600mg,Tablet,29.029029,48.38564,16.179462,2.385482,0.460926,'Strides Bangalore India.',False,23.349748,40.396344,12.843066,Adult
111-MZ-T30,FPQ-13166,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,10/21/13,'N/A - From RDC',9-Jul-14,18-Jul-14,7-Aug-14,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,4.119368,5.803706,10.047264,1.885607,'Mylan (formerly Matrix) Nashik',True,0.264768,0.781764,4.606639,Adult
111-MZ-T30,FPQ-13123,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,10/21/13,'N/A - From RDC',31-Jul-14,6-Oct-14,13-Oct-14,Efavirenz,Generic,600mg,Tablet,29.029029,32.804945,10.969675,2.385482,0.460926,'Strides Bangalore India.',True,1.448643,32.394858,8.707339,Adult
109-TZ-T30,FPQ-13042,Tanzania,'PMO - US','From RDC','N/A - From RDC',Truck,10/1/13,'N/A - From RDC',30-Jun-14,24-Jun-14,1-Jul-14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,23.80169,46.862676,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',True,3.534129,10.336077,44.760029,Adult
109-TZ-T30,FPQ-13042,Tanzania,'PMO - US','From RDC','N/A - From RDC',Air,10/1/13,'N/A - From RDC',31-Jul-14,25-Sep-14,6-Oct-14,Nevirapine,Generic,10mg/ml,'Oral suspension',99.099099,45.908213,6.216946,0.966083,0.041902,'Aurobindo Unit III India',False,23.481549,338.05383,5.937648,Pediatric
113-ZW-T30,FPQ-13508,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,12/24/13,'N/A - From RDC',30-Sep-14,20-Jun-14,7-Jul-14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,247.676605,121.258932,3.492762,0.670438,'Aurobindo Unit VII IN',True,21.610677,108.799701,96.250344,Adult
113-ZW-T30,FPQ-13508,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,12/24/13,'N/A - From RDC',30-Jul-14,11-Jul-14,4-Aug-14,Nevirapine,Generic,200mg,Tablet,59.059059,72.1212,16.978885,1.679498,0.167609,'Hetero Unit III Hyderabad IN',True,6.910798,47.539387,13.477435,Adult
102-ZW-T30,FPQ-14557,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,7/2/14,'N/A - From RDC',25-Aug-14,12-Sep-14,13-Oct-14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.483873,0,0,0,'Aurobindo Unit III India',True,1.519792,23.33324,0,Pediatric
111-MZ-T30,FPQ-14226,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,5/2/14,'N/A - From RDC',31-Dec-14,30-Oct-14,7-Nov-14,Efavirenz,Generic,600mg,Tablet,29.029029,13.358108,4.467149,2.385482,0.460926,'Cipla Goa India',False,23.286764,50.981202,3.545464,Adult
111-MZ-T30,FPQ-14226,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,5/2/14,'N/A - From RDC',30-Sep-14,5-Sep-14,8-Sep-14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,1.288714,0.508065,2.809072,0.544731,'Hetero Unit III Hyderabad IN',True,0.074648,0.573826,0.403454,Adult
111-MZ-T30,FPQ-13124,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,10/21/13,'N/A - From RDC',15-Aug-14,15-Aug-14,25-Aug-14,Efavirenz,Generic,600mg,Tablet,29.029029,175.240888,58.596617,2.385482,0.460926,'Strides Bangalore India.',True,11.361701,32.312483,46.511356,Adult
113-ZW-T30,FPQ-13508,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,12/24/13,'N/A - From RDC',30-Sep-14,29-Jun-14,4-Aug-14,Nevirapine,Generic,200mg,Tablet,59.059059,77.826058,17.673338,1.620047,0.167609,'Strides Bangalore India.',False,75.719015,149.204055,14.028779,Adult
111-MZ-T30,FPQ-13123,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,10/21/13,'N/A - From RDC',29-Aug-14,5-Nov-14,7-Nov-14,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,43.063042,11.169877,1.850421,0.167609,'Strides Bangalore India.',True,1.524458,5.116304,8.865607,Adult
110-ZM-T30,FPQ-14105,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,4/16/14,'N/A - From RDC',31-Jul-14,25-Jul-14,31-Jul-14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,161.28923,109.543187,4.845278,0.460926,'Hetero Unit III Hyderabad IN',True,9.946883,29.812315,86.951445,Adult
110-ZM-T30,FPQ-14162,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,4/24/14,'N/A - From RDC',30-Aug-14,25-Jul-14,31-Jul-14,Nevirapine,Generic,200mg,Tablet,59.059059,63.11472,14.529882,1.642341,0.167609,'Hetero Unit III Hyderabad IN',True,2.829636,8.331157,11.532813,Adult
103-SS-T30,FPQ-14409,'South Sudan','PMO - US','From RDC','N/A - From RDC',Air,6/5/14,'N/A - From RDC',1-Sep-14,1-Sep-14,2-Sep-14,Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,5.279049,3.096883,4.183883,0.377121,'Cipla Patalganga India',False,0.478216,16.251373,2.458344,Pediatric
101-CD-T30,FPQ-14252,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,5/7/14,'N/A - From RDC',13-Aug-14,24-Sep-14,6-Nov-14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.482266,0.978026,2.809072,0.544731,'Mylan (formerly Matrix) Nashik',False,1.901198,63.479698,0.775773,Adult
107-RW-T30,FPQ-14111,Rwanda,'PMO - US','From RDC','N/A - From RDC',Air,4/22/14,'N/A - From RDC',30-Jul-14,1-Aug-14,22-Aug-14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.666141,1.432714,2.786778,0.251414,'Strides Bangalore India.',True,0.116638,5.215388,1.137714,Pediatric
111-MZ-T30,FPQ-13575,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,1/17/14,'N/A - From RDC',31-Aug-14,30-Oct-14,13-Nov-14,Efavirenz,Generic,600mg,Tablet,29.029029,10.643583,3.559482,2.385482,0.460926,'Strides Bangalore India.',False,7.397178,11.357853,2.825474,Adult
109-TZ-T30,FPQ-13042,Tanzania,'PMO - US','From RDC','N/A - From RDC',Truck,10/1/13,'N/A - From RDC',29-Aug-14,29-Sep-14,6-Oct-14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,32.256556,12.533622,2.771915,0.251414,'Mylan (formerly Matrix) Nashik',True,4.001848,66.904975,11.971294,Pediatric
110-ZM-T30,FPQ-13221,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,10/31/13,'N/A - From RDC',29-Aug-14,2-Sep-14,17-Oct-14,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,53.071139,108.964818,14.647305,0.670438,'Mylan (formerly Matrix) Nashik',True,5.961365,37.783143,86.492209,Adult
111-MZ-T30,FPQ-13575,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,1/17/14,'N/A - From RDC',31-Aug-14,27-Oct-14,7-Nov-14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,120.853616,102.097325,6.026872,0.586633,'Mylan (formerly Matrix) Nashik',True,10.614052,22.463404,81.041041,Adult
101-CD-T30,FPQ-14252,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,5/7/14,'N/A - From RDC',30-Sep-14,24-Oct-14,10-Nov-14,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.756457,0.384577,1.560596,0.041902,'Cipla Goa India',True,0.475883,19.263397,0.304861,Pediatric
107-RW-T30,FPQ-12190,Rwanda,'PMO - US','From RDC','N/A - From RDC',Air,5/6/13,'N/A - From RDC',15-Sep-14,19-Sep-14,19-Sep-14,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,3.425818,0.749749,1.560596,0.041902,'Cipla Goa India',True,0.928438,19.343976,0.716098,Pediatric
101-CD-T30,FPQ-14252,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,5/7/14,'N/A - From RDC',27-Nov-14,27-Nov-14,23-Dec-14,Zidovudine,Generic,300mg,Tablet,59.059059,4.274207,2.422961,4.042686,0.377121,'Aurobindo Unit III India',True,0.180789,10.452561,1.923865,Adult
104-CI-T30,FPQ-4187,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Air,9/9/09,'N/A - From RDC',1-Dec-09,2-Dec-09,2-Dec-09,Efavirenz,Generic,50mg,Capsule,29.029029,5.553244,1.296131,1.664635,0.293317,'Aurobindo Unit III India',True,0.233276,4.17994,1.961486,Pediatric
151-NG-T30,FPQ-13293,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',11/19/13,'N/A - From RDC',30-Sep-14,3-Sep-14,5-Sep-14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,73.417979,62.024159,6.026872,0.586633,'Mylan (formerly Matrix) Nashik',False,7.685274,92.283873,49.231751,Adult
114-UG-T30,FPQ-13693,Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,2/7/14,'N/A - From RDC',31-Oct-14,25-Sep-14,26-Sep-14,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,6.450021,1.444895,1.597753,0.167609,'Cipla Goa India',True,0.552864,4.598442,1.146795,Pediatric
111-MZ-T30,FPQ-13575,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,1/17/14,'N/A - From RDC',31-Oct-14,30-Oct-14,13-Nov-14,Abacavir,Generic,300mg,Tablet,59.059059,12.864558,15.224944,8.44208,0.796145,'Aurobindo Unit III India',False,32.683116,67.879074,12.085454,Adult
110-ZM-T30,FPQ-13221,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,10/31/13,'N/A - From RDC',30-Sep-14,2-Oct-14,22-Oct-14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,18.604899,9.109423,3.492762,0.670438,'Ranbaxy per Shasun Pharma',True,1.220033,3.994546,7.231035,Adult
110-ZM-T30,FPQ-14575,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,7/11/14,'N/A - From RDC',30-Nov-14,23-Sep-14,17-Oct-14,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,16.127471,2.184143,0.966083,0.041902,'Aurobindo Unit III India',True,4.351761,14.945014,1.733165,Pediatric
105-GY-T30,FPQ-14042,Guyana,'PMO - US','From RDC','N/A - From RDC',Air,4/9/14,'N/A - From RDC',30-Sep-14,31-Oct-14,14-Nov-14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.159678,0.140793,6.22752,0.125707,'Aurobindo Unit III India',True,0.051321,2.977672,0.111566,Pediatric
102-BI-T30,FPQ-14112,Burundi,'PMO - US','From RDC','N/A - From RDC',Air,4/18/14,'N/A - From RDC',31-Oct-14,15-Oct-14,28-Oct-14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.082271,2.807666,4.904729,0.460926,'Mylan (formerly Matrix) Nashik',False,0.386072,14.562245,2.228726,Adult
103-ZW-T30,FPQ-14459,Zimbabwe,'PMO - US','From RDC','N/A - From RDC',Truck,6/13/14,'N/A - From RDC',24-Nov-14,30-Oct-14,7-Nov-14,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,24.192014,5.015129,1.47885,0.125707,'Cipla Goa India',True,1.209535,3.075755,3.98135,Pediatric
101-CD-T30,FPQ-14576,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,7/14/14,'N/A - From RDC',14-Apr-15,14-Apr-15,14-Apr-15,Nevirapine,Generic,200mg,Tablet,59.059059,9.433901,2.142645,1.620047,0.167609,'Hetero Unit III Hyderabad IN',False,1.358832,45.881055,1.700733,Adult
101-CD-T30,FPQ-14576,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,7/14/14,'N/A - From RDC',30-Jan-15,18-Feb-15,23-Feb-15,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.150004,0.251916,1.560596,0.041902,'Cipla Goa India',False,2.550872,84.692983,0.199781,Pediatric
151-NG-T30,FPQ-14156,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',4/25/14,'N/A - From RDC',30-Nov-14,30-Oct-14,3-Nov-14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,161.28923,136.25694,6.026872,0.586633,'Cipla Goa India',False,23.711326,171.133543,108.155476,Adult
109-TZ-T30,FPQ-13566,Tanzania,'PMO - US','From RDC','N/A - From RDC',Truck,1/15/14,'N/A - From RDC',30-Jan-15,23-Jan-15,28-Jan-15,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,20.616196,25.535974,8.835944,1.676095,'Mylan (formerly Matrix) Nashik',True,1.599106,26.186797,20.26999,Adult
104-CI-T30,FPQ-13628,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,1/29/14,'N/A - From RDC',28-Nov-14,2-Dec-14,8-Dec-14,Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,0.219356,0.117159,3.782587,0.335219,'Cipla Patalganga India',True,2.349088,26.671171,0.093404,Pediatric
104-CI-T30,FPQ-14370,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,5/23/14,'N/A - From RDC',28-Nov-14,2-Dec-14,8-Dec-14,Efavirenz,Generic,600mg,Tablet,29.029029,103.942271,34.75618,2.385482,0.460926,'Strides Bangalore India.',True,6.622702,69.225584,27.587943,Adult
104-CI-T30,FPQ-13628,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,1/29/14,'N/A - From RDC',30-Jan-15,19-Dec-14,23-Dec-14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,204.579692,143.419788,5.001338,0.460926,'Hetero Unit III Hyderabad IN',True,13.160258,148.269728,113.840154,Adult
111-MZ-T30,FPQ-14226,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,5/2/14,'N/A - From RDC',2-Mar-15,2-Mar-15,9-Mar-15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,0.611292,0.241331,2.809072,0.544731,'Hetero Unit III Hyderabad IN',False,14.472435,54.011558,0.191997,Adult
111-MZ-T30,FPQ-14226,Mozambique,'PMO - US','From RDC','N/A - From RDC',Truck,5/2/14,'N/A - From RDC',2-Mar-15,2-Mar-15,9-Mar-15,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.001684,44.419084,14.402069,0.670438,'Aurobindo Unit III India',False,14.472435,54.011558,35.257458,Adult
114-UG-T30,FPQ-14396,Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,6/4/14,'N/A - From RDC',30-Jan-15,5-Jan-15,6-Jan-15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,72.579266,81.502148,8.011058,1.508485,'Mylan (formerly Matrix) Nashik',True,5.928706,23.984917,64.692726,Adult
114-UG-T30,FPQ-14396,Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,6/4/14,'N/A - From RDC',16-Feb-15,24-Jan-15,3-Feb-15,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.906471,11.631521,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',False,6.209804,28.473883,9.232737,Adult
151-NG-T30,FPQ-14156,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',4/25/14,'N/A - From RDC',30-Jan-15,29-Dec-14,6-Jan-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,53.461463,36.755805,4.904729,0.460926,'Hetero Unit III Hyderabad IN',True,0.037324,20.014987,29.175812,Adult
151-NG-T30,FPQ-14156,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',4/25/14,'N/A - From RDC',30-Jan-15,29-Dec-14,6-Jan-15,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,516.612957,415.443546,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',True,101.563648,671.917983,329.761923,Adult
104-CI-T30,FPQ-14370,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,5/23/14,'N/A - From RDC',16-Feb-15,19-Jan-15,27-Jan-15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,6.830667,2.526516,2.63815,0.502828,'Hetero Unit III Hyderabad IN',False,28.734922,159.433901,2.005594,Adult
110-ZM-T30,FPQ-14162,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,4/24/14,'N/A - From RDC',30-Jan-15,19-Feb-15,20-Feb-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,212.9023,146.371204,4.904729,0.460926,'Mylan (formerly Matrix) Nashik',True,12.381117,77.748212,116.183041,Adult
151-NG-T30,FPQ-14156,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',4/25/14,'N/A - From RDC',30-Jan-15,14-Jan-15,20-Jan-15,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,0.004839,0.003098,3.425879,0.628536,'Cipla Kurkumbh India',True,39.795697,240.758364,0.002595,Adult
114-UG-T30,FPQ-15294,Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,11/3/14,'N/A - From RDC',16-Feb-15,30-Jan-15,2-Feb-15,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,9.675838,2.006052,1.47885,0.125707,'Cipla Goa India',True,0.471217,7.092983,1.822677,Pediatric
109-TZ-T30,FPQ-14135,Tanzania,'PMO - US','From RDC','N/A - From RDC',Truck,4/24/14,'N/A - From RDC',16-Feb-15,12-Mar-15,16-Mar-15,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,31.271069,6.515131,1.486282,0.125707,'Cipla Goa India',True,1.508128,16.969475,5.170955,Pediatric
151-NG-T30,FPQ-14766,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',8/13/14,'N/A - From RDC',28-Feb-15,5-Feb-15,10-Feb-15,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.150017,4.142762,5.737047,0.544731,'Hetero Unit III Hyderabad IN',True,27.083328,178.300028,3.288603,Adult
114-UG-T30,FPQ-15638,Uganda,'PMO - US','From RDC','N/A - From RDC',Air,12/22/14,'N/A - From RDC',3-Feb-15,10-Feb-15,16-Feb-15,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,18.719415,36.856965,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',True,3.094404,48.526122,33.495753,Adult
102-BI-T30,FPQ-15406,Burundi,'PMO - US','From RDC','N/A - From RDC',Air,11/19/14,'N/A - From RDC',27-Feb-15,28-Feb-15,5-Mar-15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,15.09521,15.096799,7.134152,1.340876,'Mylan (formerly Matrix) Nashik',False,2.034166,35.776462,13.720026,Adult
107-RW-T30,FPQ-15632,Rwanda,'PMO - US','From RDC','N/A - From RDC',Air,12/23/14,'N/A - From RDC',31-Mar-15,20-Mar-15,23-Mar-15,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.740331,0.556957,1.449125,0.125707,'Mylan  H-12 & H-13 India',True,0.31259,3.661699,0.505939,Pediatric
151-NG-T30,FPQ-14156,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',4/25/14,'N/A - From RDC',2-Mar-15,10-Mar-15,17-Mar-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,82.95188,56.339157,4.845278,0.460926,'Hetero Unit III Hyderabad IN',True,22.389818,148.643901,44.719814,Adult
110-ZM-T30,FPQ-15448,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,11/25/14,'N/A - From RDC',15-May-15,25-May-15,22-Jun-15,Efavirenz,Generic,600mg,Tablet,29.029029,175.573147,57.061705,2.318599,0.419024,'Strides Bangalore India.',True,7.500986,149.207473,51.858742,Adult
151-NG-T30,FPQ-14766,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',8/13/14,'N/A - From RDC',30-Apr-15,18-Mar-15,20-Mar-15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,322.580073,322.581165,7.134152,1.340876,'Hetero Unit III Hyderabad IN',False,45.254352,225.475669,256.051808,Adult
101-CD-T30,FPQ-15787,'Congo DRC','PMO - US','From RDC','N/A - From RDC',Air,1/26/15,'N/A - From RDC',16-Jun-15,25-May-15,15-Jun-15,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.224194,0.160652,5.075652,0.125707,'Aurobindo Unit III India',True,0.162127,3.357299,0.146593,Pediatric
114-UG-T30,FPQ-14396,Uganda,'PMO - US','From RDC','N/A - From RDC',Truck,6/4/14,'N/A - From RDC',30-Apr-15,22-Apr-15,24-Apr-15,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,21.851683,10.44859,3.411016,0.628536,'Cipla Kurkumbh India',True,1.579278,23.33324,8.293507,Adult
151-NG-T30,FPQ-14989,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',9/19/14,'N/A - From RDC',30-Jun-15,15-Apr-15,20-Apr-15,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,1.46936,0.551614,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',True,0.082813,0.460034,0.43848,Pediatric
104-CI-T30,FPQ-15259,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,10/24/14,'N/A - From RDC',19-Jun-15,8-Jun-15,19-Jun-15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,161.28923,161.290583,7.134152,1.340876,'Hetero Unit III Hyderabad IN',False,38.989729,170.251003,146.582188,Adult
104-CI-T30,FPQ-14370,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,5/23/14,'N/A - From RDC',8-Jun-15,8-Jun-15,19-Jun-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,59.629225,40.499212,4.845278,0.460926,'Mylan (formerly Matrix) Nashik',False,15.287734,71.864298,32.146582,Adult
104-CI-T30,FPQ-14370,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,5/23/14,'N/A - From RDC',8-Jun-15,8-Jun-15,19-Jun-15,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,41.169488,27.961994,4.845278,0.460926,'Hetero Unit III Hyderabad IN',False,15.287734,71.864298,22.195152,Adult
151-NG-T30,FPQ-14989,Nigeria,'PMO - US','From RDC','N/A - From RDC','Air Charter',9/19/14,'N/A - From RDC',30-Jun-15,29-Apr-15,29-Apr-15,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,22.030716,8.26211,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',True,0.990256,6.45805,6.557747,Pediatric
104-CI-T30,FPQ-14370,'Cote d Ivoire','PMO - US','From RDC','N/A - From RDC',Truck,5/23/14,'N/A - From RDC',29-May-15,29-May-15,18-Jun-15,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,12.0952,4.473294,2.63815,0.502828,'Mylan (formerly Matrix) Nashik',False,20.725395,127.383076,3.550654,Adult
110-ZM-T30,FPQ-5702,Zambia,'PMO - US','From RDC','N/A - From RDC',Truck,5/20/10,'N/A - From RDC',26-Nov-10,3-Dec-10,3-Dec-10,Abacavir,Generic,300mg,Tablet,59.059059,27.490411,45.504954,11.808507,1.089462,'Cipla Patalganga India',True,24.204704,60.485178,75.75333,Adult
