'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
105-GY-T30,FPQ-11547,Guyana,1/28/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
108-VN-T30,FPQ-9001,Vietnam,12/15/11,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-13797,Haiti,3/20/14,Zidovudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Zerit,1mg/ml,'Powder for oral solution','BMS Meymac France',Pediatric
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
108-VN-T30,FPQ-10286,Vietnam,7/25/12,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T30,FPQ-11828,'South Africa',3/18/13,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
105-GH-T30,FPQ-14052,Ghana,4/12/14,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-9905,Zimbabwe,5/29/12,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
151-NG-T30,FPQ-9432,Nigeria,3/1/12,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
111-MZ-T30,FPQ-7053,Mozambique,1/24/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-4378,'Cote d Ivoire',10/15/09,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
116-ZA-T30,FPQ-4770,'South Africa',12/17/09,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-12803,Nigeria,8/13/13,Abacavir,Generic,60mg,'Chewable/dispersible tablet','Cipla Patalganga India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-4469,Haiti,9/23/09,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
200-ZW-T30,FPQ-6483,Zimbabwe,10/13/10,Didanosine,Generic,200mg,'Delayed-release capsules','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-12590,Haiti,8/21/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
114-UG-T30,FPQ-15294,Uganda,11/3/14,Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC','Cipla Patalganga India',Pediatric
151-NG-T30,FPQ-12248,Nigeria,5/6/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Efavirenz,Stocrin/Sustiva,50mg,Capsule,'MSD Midrand J burg SA',Pediatric
103-ZW-T30,FPQ-9907,Zimbabwe,5/15/12,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
101-CD-T30,FPQ-14255,'Congo DRC',5/15/14,Didanosine,Generic,200mg,'Delayed-release capsules','Aurobindo Unit III India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Zidovudine,Retrovir,10mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
202-GT-T30,FPQ-6977,Guatemala,1/3/11,Zidovudine,Retrovir,10mg/ml,Injection,'GSK Barnard Castle UK',Pediatric
103-ZW-T30,FPQ-12094,Zimbabwe,4/19/13,Didanosine,Videx,25mg,'Chewable/dispersible tablet','Bristol-Myers Squibb Anagni IT',Pediatric
151-NG-T30,FPQ-5023,Nigeria,2/10/10,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
107-RW-T30,FPQ-8372,Rwanda,10/19/11,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-11143,Uganda,12/13/12,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
107-RW-T30,FPQ-7692,Rwanda,5/4/11,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-15950,'South Africa',2/20/15,Ritonavir,Norvir,80mg/ml,'Oral solution','ABBVIE (Abbott) France',Pediatric
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-6144,'Cote d Ivoire',8/3/10,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-12588,Tanzania,7/15/13,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-4378,'Cote d Ivoire',10/15/09,Zidovudine,Generic,100mg,Capsule,'Aurobindo Unit III India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T30,FPQ-5925,'Cote d Ivoire',6/23/10,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-5623,'Cote d Ivoire',5/7/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-7992,Tanzania,7/8/11,Didanosine,Videx,25mg,'Chewable/dispersible tablet','Bristol-Myers Squibb Anagni IT',Pediatric
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-4054,'South Africa',7/29/09,Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-14989,Nigeria,9/19/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
104-CI-T30,FPQ-5201,'Cote d Ivoire',3/3/10,Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
101-CD-T30,FPQ-15787,'Congo DRC',1/26/15,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
107-RW-T30,FPQ-14111,Rwanda,4/22/14,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Aurobindo Unit III India',Pediatric
105-GY-T30,FPQ-6307,Guyana,8/30/10,Didanosine,Generic,100mg,'Chewable/dispersible tablet','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-12712,'Cote d Ivoire',7/30/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-9907,Zimbabwe,5/15/12,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
105-GY-T30,FPQ-13567,Guyana,1/16/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
116-ZA-T30,FPQ-11828,'South Africa',3/18/13,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-9907,Zimbabwe,5/15/12,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC','Cipla Goa India',Pediatric
104-CI-T30,FPQ-5623,'Cote d Ivoire',5/7/10,Didanosine,Generic,200mg,'Chewable/dispersible tablet','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-4359,'South Africa',10/8/09,Zidovudine,Retrovir,10mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
119-NA-T01,'Pre-PQ Process',Namibia,'Pre-PQ Process',Lamivudine/Stavudine,Generic,30/6mg,'Chewable/dispersible tablet - FDC','Cipla Goa India',Pediatric
106-HT-T30,FPQ-4469,Haiti,9/23/09,Zidovudine,Generic,100mg,Capsule,'Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-3891,Uganda,7/22/09,Atazanavir,Generic,150mg,Capsule,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Pediatric
202-GT-T30,FPQ-6944,Guatemala,1/17/11,Didanosine,Videx,50mg,'Chewable/dispersible tablet','Bristol-Myers Squibb Anagni IT',Pediatric
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
107-RW-T30,FPQ-8365,Rwanda,10/26/11,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
103-ZW-T30,FPQ-9905,Zimbabwe,5/29/12,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-12590,Haiti,8/21/13,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-SS-T30,FPQ-11489,'South Sudan',1/16/13,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
101-CD-T30,FPQ-12088,'Congo DRC',4/12/13,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
117-ET-T01,'Pre-PQ Process',Ethiopia,'Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Didanosine,Videx,50mg,'Chewable/dispersible tablet','BMS Meymac France',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
161-ZA-T30,FPQ-6262,'South Africa',8/31/10,Abacavir,Ziagen,20mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
106-HT-T30,FPQ-6484,Haiti,10/13/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
107-RW-T30,FPQ-14811,Rwanda,10/15/14,Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC','Cipla Patalganga India',Pediatric
106-HT-T30,FPQ-6801,Haiti,12/14/10,Stavudine,Generic,1mg/ml,'Powder for oral solution','Aurobindo Unit III India',Pediatric
161-ZA-T30,FPQ-5648,'South Africa',6/2/10,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-13967,Zimbabwe,4/2/14,Efavirenz,Generic,200mg,Capsule,'Micro labs Verna Goa India',Pediatric
116-ZA-T30,FPQ-5630,'South Africa',4/30/10,Abacavir,Ziagen,20mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
151-NG-T30,FPQ-12801,Nigeria,8/6/13,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
114-UG-T30,FPQ-15303,Uganda,11/11/14,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-13116,Uganda,10/23/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
106-HT-T30,FPQ-9066,Haiti,1/6/12,Didanosine,Videx,25mg,'Chewable/dispersible tablet','Bristol-Myers Squibb Anagni IT',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Atazanavir,Reyataz,150mg,Capsule,'BMS Evansville US',Pediatric
109-TZ-T30,FPQ-12588,Tanzania,7/15/13,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-SS-T30,FPQ-14409,'South Sudan',6/5/14,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-15197,Zimbabwe,10/16/14,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC','Cipla Goa India',Pediatric
109-TZ-T30,FPQ-13566,Tanzania,1/15/14,Lamivudine/Zidovudine,Generic,30/60mg,'Chewable/dispersible tablet - FDC','Cipla Goa India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Zerit,1mg/ml,'Powder for oral solution','BMS Meymac France',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Zidovudine,Generic,100mg,Capsule,'Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-4384,Haiti,10/23/09,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-13967,Zimbabwe,4/2/14,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-6801,Haiti,12/14/10,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-7166,Uganda,2/11/11,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-13142,'Cote d Ivoire',10/22/13,Zidovudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
104-CI-T30,FPQ-12800,'Cote d Ivoire',8/9/13,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
111-MZ-T30,FPQ-8157,Mozambique,8/4/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
105-GY-T30,FPQ-12047,Guyana,4/15/13,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-11253,'Cote d Ivoire',12/14/12,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-14083,Haiti,5/11/14,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-12050,Tanzania,4/12/13,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
116-ZA-T30,FPQ-4359,'South Africa',10/8/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
200-ZW-T30,FPQ-6488,Zimbabwe,10/26/10,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T30,FPQ-5925,'Cote d Ivoire',6/23/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
102-BI-T30,FPQ-9229,Burundi,1/25/12,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-12086,Zimbabwe,4/19/13,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
106-HT-T30,FPQ-4384,Haiti,10/23/09,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
111-MZ-T30,FPQ-13123,Mozambique,10/21/13,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
107-RW-T30,FPQ-4854,Rwanda,1/6/10,Nelfinavir,Viracept,50mg/g,'Oral powder','Roche Basel',Pediatric
112-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Stavudine,Generic,1mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-8303,Tanzania,8/22/11,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
103-ZW-T30,FPQ-15398,Zimbabwe,11/14/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
100-GH-T01,'Pre-PQ Process',Ghana,'Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
116-ZA-T30,FPQ-13214,'South Africa',11/14/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-6484,Haiti,10/13/10,Zidovudine,Generic,100mg,Capsule,'Aurobindo Unit III India',Pediatric
103-ZW-T30,FPQ-13969,Zimbabwe,4/8/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
106-HT-T30,FPQ-11443,Haiti,2/7/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-5201,'Cote d Ivoire',3/3/10,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
102-BI-T30,FPQ-9229,Burundi,1/25/12,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-12050,Tanzania,4/12/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-9365,Uganda,3/15/12,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
106-HT-T30,FPQ-9056,Haiti,12/20/11,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
200-ZW-T30,FPQ-6483,Zimbabwe,10/13/10,Didanosine,Generic,125mg,'Delayed-release capsules','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-6801,Haiti,12/14/10,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
117-ET-T30,FPQ-6980,Ethiopia,1/4/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
105-GY-T30,FPQ-10252,Guyana,7/5/12,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-12248,Nigeria,5/6/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
109-TZ-T30,FPQ-8303,Tanzania,8/22/11,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13214,'South Africa',11/14/13,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
108-VN-T30,FPQ-10811,Vietnam,10/15/12,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-11022,Nigeria,11/15/12,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
104-CI-T30,FPQ-13142,'Cote d Ivoire',10/22/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
114-UG-T30,FPQ-11153,Uganda,12/13/12,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
151-NG-T30,FPQ-13704,Nigeria,2/13/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-13042,Tanzania,10/1/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
104-CI-T30,FPQ-4698,'Cote d Ivoire',12/28/09,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution','MSD Haarlem NL',Pediatric
104-CI-T30,FPQ-4659,'Cote d Ivoire',12/8/09,Didanosine,Generic,200mg,'Chewable/dispersible tablet','Aurobindo Unit III India',Pediatric
109-TZ-T30,FPQ-12588,Tanzania,7/15/13,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
103-ZW-T30,FPQ-14475,Zimbabwe,6/17/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
106-HT-T30,FPQ-5523,Haiti,4/19/10,Didanosine,Generic,200mg,'Chewable/dispersible tablet','Aurobindo Unit III India',Pediatric
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Abacavir,Ziagen,20mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
108-VN-T01,'Pre-PQ Process',Vietnam,'Pre-PQ Process',Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
110-ZM-T30,FPQ-13574,Zambia,1/16/14,Nevirapine,Generic,10mg/ml,'Oral suspension','Aurobindo Unit III India',Pediatric
106-HT-T30,FPQ-4337,Haiti,10/13/09,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,'ABBVIE Ludwigshafen Germany',Pediatric
107-RW-T30,FPQ-14811,Rwanda,10/15/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
161-ZA-T30,FPQ-7400,'South Africa',3/11/11,Abacavir,Ziagen,20mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
106-HT-T30,FPQ-4384,Haiti,10/23/09,Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
104-CI-T30,FPQ-6024,'Cote d Ivoire',7/19/10,Didanosine,Videx,50mg,'Chewable/dispersible tablet','BMS Meymac France',Pediatric
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution','ABBVIE (Abbott) Logis. UK',Pediatric
104-CI-T30,FPQ-12800,'Cote d Ivoire',8/9/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
