'project code','pq #',country,'pq first sent to client date','molecule/test type',brand,dosage,'dosage form','manufacturing site','sub classification'
107-RW-T30,FPQ-8932,Rwanda,12/6/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
133-NG-T30,FPQ-10765,Nigeria,10/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
126-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
151-NG-T30,FPQ-4537,Nigeria,11/6/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
106-HT-T30,FPQ-12590,Haiti,8/21/13,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
111-MZ-T30,FPQ-7270,Mozambique,3/4/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
102-GY-T30,FPQ-8053,Guyana,7/13/11,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit','Chembio Diagnostics Sys. Inc.','HIV test'
106-HT-T30,FPQ-5523,Haiti,4/19/10,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
114-UG-T30,FPQ-12473,Uganda,6/11/13,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Aurobindo Unit VII IN',Adult
116-ZA-T30,FPQ-12522,'South Africa',7/11/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-10626,'Cote d Ivoire',9/6/12,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
131-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC','MSD Haarlem NL',Adult
108-VN-T30,FPQ-7427,Vietnam,3/31/11,Efavirenz,Generic,600mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
104-CI-T30,FPQ-14370,'Cote d Ivoire',5/23/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC','Cipla Kurkumbh India',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Not Applicable','HIV test'
133-NG-T30,FPQ-16302,Nigeria,5/4/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
116-ZA-T30,FPQ-14942,'South Africa',9/11/14,Efavirenz,Generic,200mg,Capsule,'Aurobindo Unit III India',Pediatric
110-ZM-T30,FPQ-8315,Zambia,8/31/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Abacavir,Generic,20mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
100-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit','Trinity Biotech Plc','HIV test'
122-HT-T30,FPQ-8671,Haiti,11/9/11,'Malaria Antigen P.f  HRP2 Kit',Generic,300mg,'Test kit','Standard Diagnostics Korea',Malaria
113-ZW-T30,FPQ-8464,Zimbabwe,10/4/11,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
108-VN-T30,FPQ-5094,Vietnam,3/15/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
161-ZA-T30,FPQ-7175,'South Africa',3/10/11,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
114-UG-T30,FPQ-4275,Uganda,9/17/09,Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
106-HT-T30,FPQ-11442,Haiti,1/30/13,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-6891,'Cote d Ivoire',12/21/10,Lamivudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
109-TZ-T30,FPQ-12587,Tanzania,7/4/13,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
151-NG-T30,FPQ-8952,Nigeria,12/8/11,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-7053,Mozambique,1/24/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Efavirenz,Generic,600mg,Tablet,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-14844,Mozambique,8/27/14,Darunavir,Prezista,600mg,Tablet,'Janssen-Cilag Latina IT',Adult
101-KE-T30,FPQ-10314,Kenya,7/12/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
110-ZM-T01,'Pre-PQ Process',Zambia,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
102-KE-T30,FPQ-4587,Kenya,11/18/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Inverness Japan','HIV test'
109-TZ-T30,FPQ-4157,Tanzania,8/27/09,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
114-UG-T30,FPQ-10780,Uganda,10/10/12,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
109-TZ-T30,FPQ-12540,Tanzania,7/3/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC','Aspen-OSD Port Elizabeth SA',Adult
109-TZ-T30,FPQ-5237,Tanzania,3/1/10,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
104-CI-T30,FPQ-12712,'Cote d Ivoire',7/30/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Strides Bangalore India.',Pediatric
107-RW-T30,FPQ-8263,Rwanda,8/19/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
106-HT-T30,FPQ-11281,Haiti,1/16/13,Stavudine,Generic,15mg,Capsule,'Aurobindo Unit III India',Adult
111-MZ-T30,FPQ-10210,Mozambique,6/28/12,Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-4054,'South Africa',7/29/09,Efavirenz,Generic,50mg,Capsule,'Aurobindo Unit III India',Pediatric
100-CI-T01,'Pre-PQ Process','Cote d Ivoire','Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Cipla Goa India',Adult
106-HT-T30,FPQ-5523,Haiti,4/19/10,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
107-RW-T30,FPQ-5393,Rwanda,3/23/10,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
151-NG-T30,FPQ-14766,Nigeria,8/13/14,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
116-ZA-T30,FPQ-5535,'South Africa',4/19/10,Ritonavir,Norvir,80mg/ml,'Oral solution','ABBVIE (Abbott) France',Pediatric
116-ZA-T30,FPQ-5381,'South Africa',3/23/10,Abacavir,Ziagen,300mg,'Tablet - blister','GSK Ware (UK)',Adult
114-UG-T01,'Pre-PQ Process',Uganda,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-13973,'South Africa',4/30/14,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
104-CI-T30,FPQ-5925,'Cote d Ivoire',6/23/10,Abacavir,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
108-VN-T30,FPQ-10644,Vietnam,9/19/12,Lamivudine,Generic,150mg,Tablet,'Micro labs Verna Goa India',Adult
116-ZA-T30,FPQ-3560,'South Africa',5/7/09,Efavirenz,Generic,600mg,Tablet,'Cipla Goa India',Adult
109-TZ-T30,FPQ-9211,Tanzania,1/25/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
104-CI-T30,FPQ-10633,'Cote d Ivoire',9/11/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
113-ZW-T01,'Pre-PQ Process',Zimbabwe,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Ranbaxy Paonta Shahib India',Adult
111-MZ-T30,FPQ-11882,Mozambique,3/19/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
102-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
109-TZ-T01,'Pre-PQ Process',Tanzania,'Pre-PQ Process','HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
104-CI-T30,FPQ-6037,'Cote d Ivoire',7/14/10,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit','Inverness Japan','HIV test'
105-GY-T30,FPQ-8024,Guyana,8/19/11,Lamivudine,Generic,150mg,Tablet,'Aurobindo Unit III India',Adult
105-SS-T30,FPQ-9807,'South Sudan',5/18/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit','Alere Medical Co. Ltd.','HIV test'
108-VN-T30,FPQ-10287,Vietnam,7/25/12,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC','Mylan (formerly Matrix) Nashik',Pediatric
116-ZA-T30,FPQ-11828,'South Africa',3/18/13,Abacavir,Generic,300mg,Tablet,'Cipla Patalganga India',Adult
117-ET-T30,FPQ-9209,Ethiopia,1/18/12,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
100-ZM-T30,FPQ-13679,Zambia,2/2/14,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
104-CI-T30,FPQ-13125,'Cote d Ivoire',10/25/13,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit','Standard Diagnostics Korea','HIV test'
161-ZA-T30,FPQ-5303,'South Africa',3/18/10,Lamivudine,Generic,150mg,Tablet,'Strides Bangalore India.',Adult
144-BW-T30,FPQ-4487,Botswana,11/2/09,'HIV 1 Uni-Gold Recombigen HIV Control Vial 2 x 0.5 ml',Uni-Gold,300mg,'Test kit - Ancillary','Trinity Biotech Plc','HIV test - Ancillary'
109-TZ-T30,FPQ-10545,Tanzania,8/24/12,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
106-HT-T01,'Pre-PQ Process',Haiti,'Pre-PQ Process',Stavudine,Generic,30mg,Capsule,'Aurobindo Unit III India',Adult
113-ZW-T30,FPQ-4694,Zimbabwe,12/8/09,Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
900-SS-T30,FPQ-8624,'South Sudan',11/4/11,Lamivudine,Generic,150mg,Tablet,'Macleods Daman Plant INDIA',Adult
104-CI-T30,FPQ-9063,'Cote d Ivoire',12/21/11,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine,Generic,150mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC','Strides Bangalore India.',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Lamivudine,Epivir,10mg/ml,'Oral solution','GSK Mississauga (Canada)',Pediatric
105-GY-T30,FPQ-8023,Guyana,8/19/11,Zidovudine,Generic,10mg/ml,'Oral solution','Aurobindo Unit III India',Pediatric
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Efavirenz,Stocrin/Sustiva,50mg,Capsule,'MSD Midrand J burg SA',Pediatric
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
151-NG-T30,FPQ-7812,Nigeria,6/6/11,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Mylan (formerly Matrix) Nashik',Adult
114-UG-T30,FPQ-15639,Uganda,12/22/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Hetero Unit III Hyderabad IN',Adult
117-ET-T30,FPQ-15928,Ethiopia,3/10/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit','Trinity Biotech Plc','HIV test'
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Zidovudine,Generic,300mg,Tablet,'Aurobindo Unit III India',Adult
116-ZA-T30,FPQ-13035,'South Africa',10/8/13,Lamivudine,Generic,10mg/ml,'Oral solution','Cipla Goa India',Pediatric
108-VN-T30,FPQ-15040,Vietnam,10/30/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,'Hetero Unit III Hyderabad IN',Adult
151-NG-T01,'Pre-PQ Process',Nigeria,'Pre-PQ Process',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-12015,Tanzania,4/2/13,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
101-CD-T30,FPQ-11054,'Congo DRC',11/16/12,Abacavir,Generic,300mg,Tablet,'Mylan (formerly Matrix) Nashik',Adult
100-BW-T01,'Pre-PQ Process',Botswana,'Pre-PQ Process','HIV 1/2 OraQuick Advance HIV Rapid Antibody Kit',OraQuick,300mg,'Test kit','Pacific Biotech Thailand','HIV test'
111-MZ-T30,FPQ-14226,Mozambique,5/2/14,Efavirenz,Generic,600mg,Tablet,'Cipla Goa India',Adult
107-RW-T01,'Pre-PQ Process',Rwanda,'Pre-PQ Process',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC','Aurobindo Unit III India',Adult
109-TZ-T30,FPQ-5174,Tanzania,3/1/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,'ABBVIE Ludwigshafen Germany',Adult
105-GY-T30,FPQ-13567,Guyana,1/16/14,Efavirenz,Generic,200mg,Tablet,'Strides Bangalore India.',Pediatric
106-HT-T30,FPQ-5523,Haiti,4/19/10,Nevirapine,Generic,200mg,Tablet,'Strides Bangalore India.',Adult
104-CI-T30,FPQ-11253,'Cote d Ivoire',12/14/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC','Cipla Goa India',Adult
116-ZA-T01,'Pre-PQ Process','South Africa','Pre-PQ Process',Stavudine,Zerit,40mg,Capsule,'BMS Meymac France',Adult
111-MZ-T01,'Pre-PQ Process',Mozambique,'Pre-PQ Process',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC','Cipla Goa India',Adult
