country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
'South Africa',DDP,Truck,Zidovudine,Retrovir,300mg,Tablet,59.059059,0.48226,0.810883,11.957136,1.131364,'GSK Ware (UK)',1.519792,23.33324,1.227226,Adult
Tanzania,'N/A - From RDC',Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.251614,1.01185,28.506881,0.460926,'ABBVIE (Abbott) Logis. UK',0.63801,7.226764,1.250577,Adult
'Dominican Republic','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,1.61936,0.393423,1.731518,0.167609,'Macleods Daman Plant INDIA',0.63451,15.163656,0.425508,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,161.219875,188.42731,8.33804,0.796145,'Aurobindo Unit III India',19.975413,61.938748,313.680849,Adult
'Congo DRC','N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,2.41775,0.491432,1.449125,0.041902,'Aurobindo Unit III India',1.04391,20.923869,0.531885,Pediatric
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,6.450021,8.07125,8.925121,1.676095,'Aurobindo Unit III India',10.320124,127.877772,12.215182,Adult
Nigeria,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.275811,0.825001,4.607473,0.125707,'Aurobindo Unit III India',0.317255,7.064501,1.019662,Pediatric
Mozambique,'N/A - From RDC',Air,Efavirenz,Generic,200mg,Capsule,89.089089,0.435485,0.77175,12.596237,0.796145,'Aurobindo Unit III India',10.504412,34.071177,0.9535,Pediatric
Zambia,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,53.721141,22.104639,2.935406,0.293317,'Mylan (formerly Matrix) Nashik',3.269361,13.94737,17.545703,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,0.0,0.001297,5.737047,0.544731,'Cipla Goa India',55.62813,402.524646,0.001297,Adult
'Cote d Ivoire','N/A - From RDC',Air,'Tenofovir Disoproxil Fumarate',Viread,300mg,Tablet,29.029029,0.617744,1.096776,12.633394,2.388435,'Gilead(Nycomed) Oranienburg DE',1.060239,9.677978,31.149964,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,290.321904,296.673866,7.290211,0.670438,'Aurobindo Unit III India',26.938697,73.696528,321.160961,Adult
Vietnam,EXW,Air,Lamivudine,Generic,150mg,Tablet,59.059059,3.353237,1.394357,2.965132,0.293317,'Ranbaxy Paonta Shahib India',0.101475,36.790436,31.149964,Adult
'Congo DRC','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.982268,1.165576,2.786778,0.251414,'Strides Bangalore India.',2.385246,55.52368,0.92496,Pediatric
Uganda,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,36.888829,23.363909,4.518296,0.838047,'Mylan (formerly Matrix) Nashik',13.344546,190.486426,29.766075,Adult
Vietnam,CIP,Air,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,0.385485,0.282259,5.201986,0.502828,'BMS Meymac France',0.060652,5.231442,0.426805,Pediatric
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,29.030739,7.590738,1.865283,0.167609,'Strides Bangalore India.',1.203703,11.743315,12.636798,Adult
Zambia,CIP,Air,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.111291,0.483368,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',0.06765,23.33324,31.149964,Pediatric
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,11.809716,11.958951,7.223329,1.340876,'Aurobindo Unit III India',0.735985,26.180928,18.098344,Adult
'South Africa',DDP,Truck,Zidovudine,Retrovir,10mg/ml,'Oral solution',199.199199,0.804841,0.65428,5.789067,0.167609,'GSK Mississauga (Canada)',1.519792,23.33324,0.989824,Pediatric
'Cote d Ivoire','N/A - From RDC',Truck,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,3.830658,1.309357,2.437502,0.209512,'Mylan (formerly Matrix) Nashik',0.220446,30.907593,2.179429,Adult
Vietnam,EXW,Air,Efavirenz,Generic,600mg,Tablet,29.029029,16.256504,19.441967,8.531257,1.59229,'Mylan (formerly Matrix) Nashik',0.900445,20.342759,24.019127,Adult
'South Sudan',EXW,Air,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,0.022581,0.012601,3.715704,20.951184,'Alere Medical Co. Ltd.',1.519792,23.33324,0.011676,'HIV test - Ancillary'
'South Africa',DDP,Air,Efavirenz,Generic,600mg,Tablet,29.029029,87.095442,42.36902,3.470468,0.670438,'Aurobindo Unit III India',5.328021,21.077122,70.533078,Adult
Zambia,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,9.675838,80.645291,59.451265,3.352189,'Alere Medical Co. Ltd.',3.039585,132.412172,77.027258,'HIV test'
'South Africa',DDP,Truck,Efavirenz,Generic,600mg,Tablet,29.029029,0.095162,0.157218,11.592997,2.178923,'Aurobindo Unit III India',1.519792,23.33324,0.124539,Adult
Uganda,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,4.030658,4.935324,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',0.35108,16.425237,8.21567,Adult
Haiti,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,3.40485,0.681291,1.42683,0.041902,'Aurobindo Unit III India',1.346002,43.182442,0.841934,Pediatric
Zimbabwe,EXW,Air,Efavirenz,Generic,200mg,Tablet,89.089089,22.843622,22.131286,6.91121,0.419024,'Strides Bangalore India.',1.031079,28.585914,17.56646,Pediatric
Mozambique,'N/A - From RDC',Truck,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,3.788722,0.829134,1.560596,0.041902,'Aurobindo Unit III India',1.054407,1.977128,1.055985,Pediatric
'Congo DRC','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.600002,0.12471,1.47885,0.125707,'Hetero Unit III Hyderabad IN',6.328774,70.769572,0.11935,Adult
Uganda,EXW,Air,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,0.272582,0.642642,16.720668,3.142678,'Mylan (formerly Matrix) Nashik',0.02566,3.627623,0.695342,Adult
Uganda,'N/A - From RDC',Truck,Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,9.28874,13.509699,10.374246,1.969411,'Mylan (formerly Matrix) Nashik',0.711491,22.731657,12.904038,Adult
Vietnam,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,11.390359,2.729322,1.709224,0.167609,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',0.480548,6.107078,2.606234,Adult
'Cote d Ivoire','N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,63.134075,29.265975,3.306977,0.628536,'Strides Bangalore India.',8.154158,43.664778,48.720623,Adult
Zambia,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,16.151665,18.374324,8.115098,1.508485,'Mylan (formerly Matrix) Nashik',0.986757,13.112197,23.409406,Adult
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,3.224204,2.379036,5.261437,0.502828,'Aurobindo Unit III India',1.519792,10.820209,3.59995,Adult
Ghana,EXW,Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,18.917803,2.8182,1.062691,0.041902,'Aurobindo Unit III India',5.450491,76.685006,2.23651,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,0.8871,0.187,1.501144,0.041902,'Aurobindo Unit III India',3.607611,38.785448,0.311347,Pediatric
'South Africa',DDP,Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,0.64355,2.419359,26.753069,1.257071,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,3.660922,Adult
Guyana,'N/A - From RDC',Air,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,2.814525,5.679203,14.387206,0.670438,'Hetero Unit III Hyderabad IN',0.551697,19.915557,5.161875,Adult
'South Africa',DDP,Truck,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.009677,0.016722,10.567462,1.969411,'Aurobindo Unit III India',1.519792,23.33324,0.012973,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine,Generic,150mg,Tablet,59.059059,1.179036,0.286553,1.731518,0.167609,'Strides Bangalore India.',0.066484,73.696528,0.31005,Adult
'Congo DRC',EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,5.038726,42.002756,59.451265,3.352189,'Alere Medical Co. Ltd.',1.844046,141.428184,33.340079,'HIV test'
Uganda,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,1.198391,0.941252,5.59585,0.544731,'Aurobindo Unit III India',0.047822,3.975074,1.424413,Adult
Zimbabwe,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,580.645421,674.396249,8.28602,1.550388,'Hetero Unit III Hyderabad IN',76.364022,223.724018,644.140708,Adult
'South Africa',DDP,Air,Stavudine,Generic,30mg,Capsule,59.059059,2.135491,0.560989,1.872715,0.167609,'Aurobindo Unit III India',1.519792,23.33324,0.848421,Adult
Vietnam,FCA,Air,Ritonavir,Norvir,100mg,Tablet,29.029029,0.48226,1.172381,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,1.065066,Adult
Rwanda,'N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,16.253278,4.131445,1.813264,0.167609,'Strides Bangalore India.',5.18339,90.039977,4.473019,Adult
'South Africa',DDP,Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.393556,4.662141,13.889302,2.597947,'Hetero Unit III Hyderabad IN',1.519792,23.33324,3.701138,Adult
Vietnam,EXW,Air,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,0.269356,0.366936,9.660831,1.801802,'Aurobindo Unit III India',2.386412,49.730496,0.611019,Adult
'South Africa',DDP,Truck,Efavirenz,Generic,200mg,Capsule,89.089089,0.014516,0.030662,13.56232,0.838047,'Aurobindo Unit III India',1.519792,23.33324,0.024648,Pediatric
Uganda,'N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,3.224204,0.974464,2.155108,0.209512,'Aurobindo Unit III India',1.057906,31.223282,1.475007,Adult
'Congo DRC',EXW,Air,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,0.885487,1.016467,8.174549,1.550388,'Aurobindo Unit III India',0.153962,8.685651,0.806908,Pediatric
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.220968,0.211985,6.792307,0.628536,'Aurobindo Unit III India',1.519792,23.33324,0.168646,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.288714,1.270163,7.022681,0.670438,'Aurobindo Unit III India',0.087478,3.228179,1.569708,Adult
'Cote d Ivoire',FCA,Air,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.22421,19.683903,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',0.933103,18.372363,32.767979,Adult
'Congo DRC','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,0.479034,0.648872,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',4.242122,88.498198,0.701828,Adult
Nigeria,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,4.958081,4.133071,5.945126,0.544731,'Aurobindo Unit III India',2.443565,34.860744,5.106092,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,72.9083,23.695683,2.318599,0.419024,'Strides Bangalore India.',38.989729,170.251003,21.534837,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,12.391975,4.918697,2.831366,0.544731,'Strides Bangalore India.',5.69543,58.338295,5.325332,Adult
Zambia,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,3.908077,5.009282,9.140632,1.717997,'Mylan (formerly Matrix) Nashik',36.067949,117.447168,4.784366,Adult
Zimbabwe,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,96.772893,57.76219,4.258197,0.419024,'Cipla Goa India',8.477245,45.720863,96.158237,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,0.640325,0.163159,1.813264,0.167609,'Aurobindo Unit III India',0.062984,5.439519,0.246483,Adult
Haiti,EXW,Air,Efavirenz,Generic,50mg,Capsule,29.029029,2.843558,0.663872,1.664635,0.293317,'Aurobindo Unit III India',0.123636,5.5733,0.718693,Pediatric
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.585508,9.325821,8.769062,0.838047,'Aurobindo Unit III India',0.63801,8.413117,14.113102,Adult
'Congo DRC',EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.08871,0.752689,59.451265,3.352189,'Alere Medical Co. Ltd.',1.519792,23.33324,0.683666,'HIV test'
Ghana,EXW,Ocean,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,22.358137,3.330666,1.062691,0.041902,'Aurobindo Unit III India',6.376596,39.518499,2.643855,Pediatric
Haiti,'N/A - From RDC','Air Charter',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.196775,0.350484,12.603668,0.377121,'MSD Haarlem NL',0.153962,28.753011,0.583776,Pediatric
Tanzania,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,23.80169,46.862676,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',3.534129,10.336077,44.760029,Adult
'South Africa',DDP,Truck,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.003226,0.007166,10.567462,1.969411,'Aurobindo Unit III India',1.519792,23.33324,0.005189,Adult
Uganda,EXW,Air,Lamivudine,Generic,150mg,Tablet,59.059059,10.238743,3.573452,2.489522,0.251414,'Ranbaxy Paonta Shahib India',0.430394,9.054783,31.149964,Adult
Zimbabwe,EXW,'Air Charter','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,47.008216,22.770349,3.455605,0.670438,'Aurobindo Unit VII IN',3.347509,67.080772,18.073696,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,22.929106,9.912743,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',4.167473,38.435408,9.467545,Pediatric
Haiti,'N/A - From RDC',Air,Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,0.156452,0.279248,12.603668,0.377121,'MSD Haarlem NL',0.032659,3.409224,0.422913,Pediatric
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,6.450021,8.07125,8.925121,1.676095,'Aurobindo Unit III India',9.892063,105.590061,9.970889,Adult
Uganda,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,13.114558,4.973207,2.705033,0.502828,'Aurobindo Unit III India',0.804802,13.77254,5.383709,Adult
'South Sudan','N/A - From RDC',Air,Efavirenz,Generic,200mg,Tablet,89.089089,1.637102,1.587503,6.91121,0.419024,'Strides Bangalore India.',0.478216,16.251373,1.259658,Pediatric
Haiti,'N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,7.619379,1.206655,1.129574,0.125707,'Aurobindo Unit III India',1.346002,43.182442,1.490574,Adult
Lebanon,'N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,0.159678,0.000168,0.007431,0.0,'Mylan (formerly Matrix) Nashik',1.519792,23.33324,0.0,Adult
Tanzania,EXW,Air,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,16.127471,33.602205,14.862816,3.352189,'Standard Diagnostics Korea',3.888709,75.785998,42.810218,'HIV test'
Zambia,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,148.385963,177.755663,8.546119,1.59229,'Mylan (formerly Matrix) Nashik',8.955461,23.33324,269.014223,Adult
Ethiopia,EXW,Air,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,0.224194,0.635082,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',0.044322,1.54316,1.057283,'HIV test'
Uganda,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,5.906471,11.631521,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',6.209804,28.473883,9.232737,Adult
Tanzania,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,9.367772,9.222974,7.022681,0.670438,'Aurobindo Unit III India',19.489033,52.508619,11.394004,Adult
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,27.371056,22.012152,5.737047,0.544731,'Hetero Unit III Hyderabad IN',1.707579,27.619204,23.828427,Adult
Zimbabwe,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,131.593973,131.595374,7.134152,1.340876,'Aurobindo Unit VII IN',25.273108,81.336029,119.594886,Adult
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.190323,0.140986,5.239143,0.502828,'Aurobindo Unit III India',1.519792,23.33324,0.111566,Adult
Uganda,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.893564,40.793077,59.451265,3.352189,'Alere Medical Co. Ltd.',1.569947,112.103592,38.962488,'HIV test'
'South Africa',DDP,Truck,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.229033,0.64961,20.094528,0.460926,'Aurobindo Unit III India',1.519792,23.33324,0.6201,Pediatric
Vietnam,FCA,Air,Ritonavir,Norvir,100mg,Capsule,335.335335,0.030645,1.031184,228.055052,3.813115,'ABBVIE (Abbott) Logis. UK',0.066484,20.007323,1.716301,Adult
Uganda,'N/A - From RDC',Truck,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,5.369372,11.144776,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',0.43156,9.96149,14.198722,Adult
'South Africa',DDP,Air,Stavudine,Zerit,30mg,Capsule,59.059059,5.804857,2.334681,2.868524,0.251414,'BMS Meymac France',1.519792,23.33324,3.533789,Adult
Vietnam,EXW,Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,0.804841,0.15961,1.411968,0.041902,'Aurobindo Unit III India',1.097563,14.475072,0.197186,Pediatric
Zambia,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,58.969545,33.355507,4.035255,0.377121,'Cipla Goa India',17.913254,57.330086,55.527448,Adult
Sudan,EXW,Air,'HIV 1/2 Bioline 3.0 Diluent 25 Tests',Bioline,300mg,'Test kit - Ancillary',0.0,0.019355,0.001966,0.668827,3.771213,'Standard Diagnostics Korea',0.001166,0.472118,0.002595,'HIV test - Ancillary'
'South Africa',DDP,Truck,Lamivudine,Epivir,150mg,Tablet,59.059059,4.837112,2.74698,4.050117,0.377121,'GSK Cape Town Factory (South Africa)',1.519792,23.33324,3.393683,Adult
Uganda,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,564.516337,573.925657,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',47.869375,140.221151,521.588026,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,116.300375,118.845902,7.290211,0.670438,'Mylan (formerly Matrix) Nashik',10.903314,279.990796,128.655085,Adult
Rwanda,CIP,Air,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,18.45006,65.926182,25.48973,1.215169,'Cipla Ltd A-42 MIDC Mahar. IN',1.519792,23.33324,109.749833,Adult
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,9.514547,4.708509,3.529919,0.670438,'Aurobindo Unit III India',14.919158,13.231098,7.838162,Adult
Tanzania,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.003226,0.040323,59.451265,3.352189,'Alere Medical Co. Ltd.',0.002333,3.191031,0.038918,'HIV test'
'South Africa',DDP,Truck,Etravirine,Intelence,100mg,Tablet,119.119119,0.051613,0.141897,19.016973,0.87995,'Janssen-Cilag Latina IT',1.519792,23.33324,0.112863,Adult
Ethiopia,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,56.932442,62.983196,7.892155,1.466583,'Aurobindo Unit III India',16.854182,48.830693,95.318897,Adult
Vietnam,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,28.643641,28.34682,7.059838,1.340876,'Hetero Unit III Hyderabad IN',1.519792,23.33324,25.761373,Adult
Haiti,EXW,Air,Abacavir,Generic,60mg,'Chewable/dispersible tablet',59.059059,1.193552,0.622481,3.715704,0.335219,'Cipla Patalganga India',0.076981,5.427781,0.594154,Pediatric
Tanzania,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,233.870109,292.582797,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',13.047119,32.208428,361.463539,Adult
'South Sudan',EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.03871,0.134409,23.780506,6.704379,'Trinity Biotech Plc',0.222778,9.652361,0.121944,'HIV test'
Vietnam,FCA,Air,Ritonavir,Norvir,100mg,Tablet,29.029029,0.159678,0.390794,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,0.31005,Adult
Zambia,'N/A - From RDC',Truck,Nevirapine,Generic,200mg,Tablet,59.059059,291.760619,68.685581,1.679498,0.167609,'Hetero Unit III Hyderabad IN',7.583799,118.76057,65.604714,Adult
Guyana,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,3.183881,10.618297,23.780506,6.704379,'Trinity Biotech Plc',0.768644,31.436848,13.528029,'HIV test'
Kenya,'N/A - From RDC',Truck,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,2.498395,20.830763,59.443833,3.352189,'Inverness Japan',1.519792,23.33324,25.735428,'HIV test'
Guyana,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.061294,0.215903,1.449125,0.041902,'Aurobindo Unit III India',0.342916,14.975499,0.275023,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,5.159694,19.247343,26.604441,2.514142,'Aurobindo Unit III India',0.465385,14.50024,23.77913,Adult
Namibia,'N/A - From RDC',Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,21.509747,14.609775,4.845278,0.460926,'Aurobindo Unit III India',11.234566,53.756597,11.59638,Adult
Nigeria,'N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.959684,0.715055,2.600993,0.041902,'Aurobindo Unit III India',0.979759,12.895627,31.149964,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Stavudine,Generic,15mg,Capsule,59.059059,1.409682,0.316071,1.597753,0.167609,'Aurobindo Unit III India',0.06765,2.507315,31.149964,Adult
Zambia,'N/A - From RDC',Air,Efavirenz,Generic,50mg,Capsule,29.029029,5.950019,1.704892,2.043637,0.377121,'Aurobindo Unit III India',0.263602,4.728184,2.106782,Pediatric
Zimbabwe,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,3.087107,23.16536,53.506138,3.01697,'Inverness Japan',1.127889,62.875767,38.564223,'HIV test'
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,0.16613,0.342089,14.550697,1.382778,'Aurobindo Unit III India',1.519792,23.33324,0.326914,Adult
Guyana,'N/A - From RDC',Air,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,0.206452,0.270918,9.28926,0.209512,'Aurobindo Unit III India',0.044322,16.286933,0.293185,Pediatric
'South Africa',DDP,Air,Lamivudine,Generic,150mg,Tablet,59.059059,54.371143,14.329464,1.880146,0.167609,'Aurobindo Unit III India',2.111147,6.958926,23.854373,Adult
Zimbabwe,'N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,134.758499,67.520322,3.574507,0.670438,'Hetero Unit III Hyderabad IN',23.31709,37.776756,64.491648,Adult
'South Africa',DDP,Truck,Zidovudine,Generic,300mg,Tablet,59.059059,0.019355,0.054503,18.541363,1.759899,'Aurobindo Unit III India',1.519792,23.33324,0.04281,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.414543,9.836367,8.33804,0.796145,'Aurobindo Unit III India',0.719656,17.930005,16.375557,Adult
Zambia,'N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,183.247365,78.644226,3.06174,0.586633,'Mylan (formerly Matrix) Nashik',15.713463,38.982235,85.135254,Adult
'South Africa',DDP,Air,Lamivudine,Generic,150mg,Tablet,59.059059,10.804874,6.146179,4.057549,0.377121,'Aurobindo Unit III India',1.519792,23.33324,9.301493,Adult
Kenya,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.0,0.014953,66.139532,3.729311,'Inverness Japan',1.59794,50.109226,0.024648,'HIV test'
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.319359,0.261442,1.411968,0.041902,'Aurobindo Unit III India',0.331252,5.75866,0.39567,Pediatric
