'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-14942,'Direct Drop',DDP,10/9/14,Efavirenz,Generic,200mg,Capsule,89.089089,13.56232,0.838047,'Aurobindo Unit III India',Pediatric
FPQ-4470,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.155108,0.209512,'Aurobindo Unit III India',Adult
FPQ-14255,'Direct Drop',EXW,5/19/14,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-13973,'Direct Drop',DDP,6/25/14,Lamivudine,Generic,150mg,Tablet,59.059059,6.792307,0.628536,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-4932,'Direct Drop',FCA,1/25/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',Adult
FPQ-9906,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.631105,0.921852,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.945126,0.544731,'Aurobindo Unit III India',Adult
FPQ-15259,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.318599,0.419024,'Strides Bangalore India.',Adult
FPQ-9063,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.831366,0.544731,'Strides Bangalore India.',Adult
FPQ-12066,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,9.140632,1.717997,'Mylan (formerly Matrix) Nashik',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.258197,0.419024,'Cipla Goa India',Adult
FPQ-4277,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-9635,'Direct Drop',EXW,7/12/12,Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.769062,0.838047,'Aurobindo Unit III India',Adult
FPQ-16001,'Direct Drop',EXW,3/17/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-14052,'Direct Drop',EXW,5/23/14,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-4384,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,12.603668,0.377121,'MSD Haarlem NL',Pediatric
FPQ-13042,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',Adult
FPQ-14942,'Direct Drop',DDP,5/11/15,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,10.567462,1.969411,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.489522,0.251414,'Ranbaxy Paonta Shahib India',Adult
FPQ-13939,'Direct Drop',EXW,5/26/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.455605,0.670438,'Aurobindo Unit VII IN',Adult
FPQ-11478,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,30mg/ml,'Oral solution',179.179179,12.603668,0.377121,'MSD Haarlem NL',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
FPQ-9355,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Aurobindo Unit III India',Adult
FPQ-14409,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.129574,0.125707,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,0.007431,0.0,'Mylan (formerly Matrix) Nashik',Adult
FPQ-7909,'Direct Drop',EXW,7/18/11,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,8.546119,1.59229,'Mylan (formerly Matrix) Nashik',Adult
FPQ-4867,'Direct Drop',EXW,1/12/10,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-14396,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-9927,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Hetero Unit III Hyderabad IN',Adult
FPQ-15196,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.134152,1.340876,'Aurobindo Unit VII IN',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Lamivudine,Generic,150mg,Tablet,59.059059,5.239143,0.502828,'Aurobindo Unit III India',Adult
FPQ-11098,'Direct Drop',EXW,1/2/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-12522,'Direct Drop',DDP,8/29/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,20.094528,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-5094,'Direct Drop',FCA,3/31/10,Ritonavir,Norvir,100mg,Capsule,335.335335,228.055052,3.813115,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-7267,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Zerit,30mg,Capsule,59.059059,2.868524,0.251414,'BMS Meymac France',Adult
'Pre-PQ Process','Direct Drop',EXW,7/4/07,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6221,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.035255,0.377121,'Cipla Goa India',Adult
FPQ-6991,'Direct Drop',EXW,3/2/11,'HIV 1/2 Bioline 3.0 Diluent 25 Tests',Bioline,300mg,'Test kit - Ancillary',0.0,0.668827,3.771213,'Standard Diagnostics Korea','HIV test - Ancillary'
'Pre-PQ Process','Direct Drop',DDP,2/20/08,Lamivudine,Epivir,150mg,Tablet,59.059059,4.050117,0.377121,'GSK Cape Town Factory (South Africa)',Adult
FPQ-15294,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.253054,1.382778,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9875,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.290211,0.670438,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6185,'Direct Drop',CIP,9/27/10,Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,25.48973,1.215169,'Cipla Ltd A-42 MIDC Mahar. IN',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.529919,0.670438,'Aurobindo Unit III India',Adult
FPQ-11919,'Direct Drop',EXW,9/11/13,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-14942,'Direct Drop',DDP,11/28/14,Etravirine,Intelence,100mg,Tablet,119.119119,19.016973,0.87995,'Janssen-Cilag Latina IT',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,7.892155,1.466583,'Aurobindo Unit III India',Adult
FPQ-16194,'Direct Drop',EXW,5/13/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.059838,1.340876,'Hetero Unit III Hyderabad IN',Adult
FPQ-12682,'Direct Drop',EXW,10/8/13,Abacavir,Generic,60mg,'Chewable/dispersible tablet',59.059059,3.715704,0.335219,'Cipla Patalganga India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',Adult
FPQ-15569,'Direct Drop',EXW,2/20/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-13976,'Direct Drop',FCA,4/30/14,Ritonavir,Norvir,100mg,Tablet,29.029029,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',Adult
FPQ-12066,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-6983,'Direct Drop',EXW,2/2/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,59.443833,3.352189,'Inverness Japan','HIV test'
FPQ-8024,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,26.604441,2.514142,'Aurobindo Unit III India',Adult
FPQ-14670,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,2.600993,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,15mg,Capsule,59.059059,1.597753,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,2.043637,0.377121,'Aurobindo Unit III India',Pediatric
FPQ-5018,'Direct Drop',EXW,2/17/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,53.506138,3.01697,'Inverness Japan','HIV test'
FPQ-12522,'Direct Drop',DDP,8/29/14,Nevirapine,Generic,200mg,Tablet,59.059059,14.550697,1.382778,'Aurobindo Unit III India',Adult
FPQ-10252,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,9.28926,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-5303,'Direct Drop',DDP,3/19/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.880146,0.167609,'Aurobindo Unit III India',Adult
FPQ-11545,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.574507,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-13973,'Direct Drop',DDP,6/25/14,Zidovudine,Generic,300mg,Tablet,59.059059,18.541363,1.759899,'Aurobindo Unit III India',Adult
FPQ-5239,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-8759,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.06174,0.586633,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,4.057549,0.377121,'Aurobindo Unit III India',Adult
FPQ-6406,'Direct Drop',EXW,11/22/10,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Inverness Japan','HIV test'
FPQ-3964,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.411968,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10945,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.817841,1.466583,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.155108,0.209512,'Aurobindo Unit III India',Adult
FPQ-8932,'Direct Drop',EXW,12/13/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.975803,0.754243,'Aurobindo Unit VII IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.16254,0.209512,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.936744,0.754243,'Aurobindo Unit III India',Adult
FPQ-10765,'Direct Drop',EXW,10/16/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.155108,0.209512,'Aurobindo Unit III India',Adult
FPQ-4537,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Aurobindo Unit III India',Adult
FPQ-12590,'Direct Drop',EXW,10/24/13,Efavirenz,Generic,50mg,Capsule,29.029029,1.1593,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-7270,'Direct Drop',EXW,3/30/11,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-8053,'Direct Drop',EXW,7/20/11,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-5523,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
FPQ-12473,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Aurobindo Unit VII IN',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,Abacavir,Generic,300mg,Tablet,59.059059,57.333314,5.405405,'Aurobindo Unit III India',Adult
FPQ-10626,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,16.720668,3.142678,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',CIP,9/23/08,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,37.454297,7.039598,'MSD Haarlem NL',Adult
FPQ-7427,'Direct Drop',EXW,4/14/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.069172,0.586633,'Hetero Unit III Hyderabad IN',Adult
FPQ-14370,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.440742,0.628536,'Cipla Kurkumbh India',Adult
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,130.049642,7.332914,'Not Applicable','HIV test'
FPQ-16302,'Direct Drop',EXW,5/12/15,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-14942,'Direct Drop',DDP,5/11/15,Efavirenz,Generic,200mg,Capsule,89.089089,12.663119,0.796145,'Aurobindo Unit III India',Pediatric
FPQ-8315,'Direct Drop',EXW,9/22/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.769062,0.838047,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,15.643114,0.377121,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,'N/A - From RDC','HIV 1/2 Capillus HIV Kit',Capillus,300mg,'Test kit',99.099099,103.296573,5.824429,'Trinity Biotech Plc','HIV test'
FPQ-8671,'Direct Drop',EXW,12/29/11,'Malaria Antigen P.f  HRP2 Kit',Generic,300mg,'Test kit',24.024024,8.360334,1.885607,'Standard Diagnostics Korea',Malaria
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,3.998098,0.377121,'Strides Bangalore India.',Adult
FPQ-5094,'Direct Drop',FCA,3/31/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-7175,'Direct Drop',DDP,3/28/11,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.53087,0.041902,'Cipla Goa India',Pediatric
FPQ-4275,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,4.295354,0.796145,'Aurobindo Unit III India',Adult
FPQ-11442,'Direct Drop',EXW,3/11/13,Lamivudine,Generic,150mg,Tablet,59.059059,1.597753,0.167609,'Aurobindo Unit III India',Adult
FPQ-6891,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.499242,0.502828,'Cipla Goa India',Adult
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,8.516394,0.796145,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',Adult
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Aurobindo Unit III India',Adult
FPQ-14844,'Direct Drop',CIP,10/30/14,Darunavir,Prezista,600mg,Tablet,59.059059,40.129604,3.771213,'Janssen-Cilag Latina IT',Adult
FPQ-10314,'Direct Drop',CIP,11/6/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-4587,'Direct Drop',EXW,12/2/09,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
FPQ-4157,'Direct Drop',EXW,9/11/09,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit',29.029029,17.835379,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-10780,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12540,'Direct Drop',EXW,7/16/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.041735,0.586633,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-5237,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.028774,0.209512,'Strides Bangalore India.',Adult
FPQ-12712,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-8263,'Direct Drop',EXW,8/29/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,57.742041,3.268385,'Inverness Japan','HIV test'
FPQ-11281,'From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,15mg,Capsule,59.059059,0.980946,0.083805,'Aurobindo Unit III India',Adult
FPQ-10210,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.649773,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-4054,'Direct Drop',DDP,8/7/09,Efavirenz,Generic,50mg,Capsule,29.029029,3.002289,0.544731,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.573556,0.502828,'Cipla Goa India',Adult
FPQ-5523,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
FPQ-5393,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-14766,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Hetero Unit III Hyderabad IN',Adult
FPQ-5535,'Direct Drop',DDP,4/21/10,Ritonavir,Norvir,80mg/ml,'Oral solution',89.089089,10.522874,0.670438,'ABBVIE (Abbott) France',Pediatric
FPQ-5381,'Direct Drop',DDP,3/25/10,Abacavir,Ziagen,300mg,'Tablet - blister',59.059059,30.639696,2.891263,'GSK Ware (UK)',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.023632,0.460926,'Aurobindo Unit III India',Adult
FPQ-13973,'Direct Drop',DDP,8/28/14,Abacavir,Generic,300mg,Tablet,59.059059,51.269285,4.818772,'Aurobindo Unit III India',Adult
FPQ-5925,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,12.217235,1.131364,'Aurobindo Unit III India',Adult
FPQ-10644,'Direct Drop',EXW,9/24/12,Lamivudine,Generic,150mg,Tablet,59.059059,1.367379,0.125707,'Micro labs Verna Goa India',Adult
FPQ-3560,'Direct Drop',DDP,7/21/09,Efavirenz,Generic,600mg,Tablet,29.029029,14.156832,2.681752,'Cipla Goa India',Adult
FPQ-9211,'Direct Drop',EXW,1/27/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-10633,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,18.400166,0.87995,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,2.43007,0.209512,'Ranbaxy Paonta Shahib India',Adult
