'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
'Pre-PQ Process','Direct Drop',FCA,3/30/09,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13035,'Direct Drop',DDP,12/2/13,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,4.979043,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-7400,'Direct Drop',DDP,3/30/11,Abacavir,Ziagen,20mg/ml,'Oral solution',239.239239,6.896347,0.167609,'GSK Mississauga (Canada)',Pediatric
FPQ-7175,'Direct Drop',DDP,3/28/11,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.53087,0.041902,'Cipla Goa India',Pediatric
FPQ-4384,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,10.106715,0.251414,'Aurobindo Unit III India',Pediatric
FPQ-6024,'Direct Drop',CIP,8/2/10,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,7.059838,0.670438,'BMS Meymac France',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-4373,'Direct Drop',EXW,12/2/09,Atazanavir,Generic,150mg,Capsule,59.059059,19.388544,1.801802,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Pediatric
FPQ-11478,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-12522,'Direct Drop',DDP,8/13/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,30/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.411968,0.125707,'Cipla Goa India',Pediatric
FPQ-5523,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,7.483428,0.460926,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,3.856901,0.083805,'GSK Mississauga (Canada)',Pediatric
FPQ-12086,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-13071,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.077554,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-11562,'Direct Drop',EXW,3/6/13,Zidovudine,Generic,100mg,Capsule,99.099099,3.418448,0.209512,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,15.643114,0.377121,'Aurobindo Unit III India',Pediatric
FPQ-14584,'Direct Drop',EXW,7/18/14,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-9066,'Direct Drop',EXW,2/24/12,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.709224,0.167609,'Cipla Goa India',Pediatric
FPQ-7559,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,10.106715,0.251414,'Cipla Goa India',Pediatric
FPQ-9907,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.709224,0.167609,'Cipla Goa India',Pediatric
FPQ-11442,'Direct Drop',EXW,3/17/13,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-9074,'Direct Drop',EXW,1/27/12,Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,3.195505,0.293317,'Cipla Goa India',Pediatric
FPQ-6307,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,100mg,Capsule,99.099099,3.596802,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-11272,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,2.600993,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/18/09,Zidovudine,Retrovir,10mg/ml,Injection,4.004004,10.143872,11.439346,'GSK Ware (UK)',Pediatric
FPQ-13217,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,0,0,'Aurobindo Unit III India',Pediatric
FPQ-5535,'Direct Drop',DDP,4/21/10,Ritonavir,Norvir,80mg/ml,'Oral solution',89.089089,10.522874,0.670438,'ABBVIE (Abbott) France',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,4.198746,0.083805,'Aurobindo Unit III India',Pediatric
FPQ-13969,'Direct Drop',EXW,6/20/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-12086,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.890818,0.251414,'Cipla Goa India',Pediatric
FPQ-8787,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-16241,'Direct Drop',EXW,5/29/15,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-11828,'Direct Drop',DDP,'N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,2.259148,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-12015,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,1.709224,0.167609,'Cipla Goa India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,11/12/07,Efavirenz,Stocrin/Sustiva,200mg,Capsule,89.089089,26.158557,1.634192,'MSD Midrand J burg SA',Pediatric
FPQ-13973,'Direct Drop',DDP,6/25/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,18.214381,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-14790,'Direct Drop',FCA,8/20/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-4378,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,100mg,Capsule,99.099099,3.715704,0.209512,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,2/20/08,Ritonavir,Norvir,80mg/ml,'Oral solution',89.089089,5.85595,0.377121,'ABBVIE (Abbott) France',Pediatric
FPQ-15787,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-14111,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-13648,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13554,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.786778,0.251414,'Strides Bangalore India.',Pediatric
FPQ-10811,'Direct Drop',EXW,11/7/12,Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,1.560596,0.167609,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-13973,'Direct Drop',DDP,6/25/14,Efavirenz,Generic,50mg,Capsule,29.029029,2.236854,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6307,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.434262,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-5648,'Direct Drop',DDP,6/17/10,Efavirenz,Generic,50mg,Capsule,29.029029,1.746381,0.335219,'Aurobindo Unit III India',Pediatric
FPQ-11526,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,1.679498,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-11661,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,11.890253,0.754243,'Aurobindo Unit III India',Pediatric
FPQ-11141,'Direct Drop',FCA,2/4/13,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',Pediatric
FPQ-14942,'Direct Drop',DDP,5/11/15,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,13.161024,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-13555,'Direct Drop',EXW,5/27/14,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.966083,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-13293,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,1.597753,0.167609,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-4659,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,100mg,Capsule,99.099099,3.596802,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,125mg,'Delayed-release capsules',29.029029,6.316697,1.173266,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-15303,'Direct Drop',FCA,11/25/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-4054,'Direct Drop',DDP,8/7/09,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,5.053358,0.125707,'GSK Mississauga (Canada)',Pediatric
FPQ-10252,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,9.28926,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-13651,'Direct Drop',EXW,2/28/14,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.122143,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8620,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,6.591659,0.419024,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,2.935406,0.083805,'Aurobindo Unit III India',Pediatric
FPQ-14407,'Direct Drop',FCA,6/23/14,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-13509,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12144,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-13973,'Direct Drop',DDP,8/26/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,16.401118,0.293317,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-11103,'Direct Drop',FCA,1/3/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-14717,'Direct Drop',EXW,8/20/14,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,6.138343,0.377121,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',CIP,5/27/09,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,5.201986,0.502828,'BMS Meymac France',Pediatric
FPQ-5470,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,5.737047,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-14942,'Direct Drop',DDP,5/11/15,Efavirenz,Generic,200mg,Capsule,89.089089,12.663119,0.796145,'Aurobindo Unit III India',Pediatric
FPQ-8787,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,4.48857,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-3964,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Chewable/dispersible tablet',59.059059,11.518683,1.089462,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Efavirenz,Generic,50mg,Capsule,29.029029,2.340894,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-4659,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Chewable/dispersible tablet',59.059059,11.518683,1.089462,'Aurobindo Unit III India',Pediatric
FPQ-3967,'Direct Drop',CIP,11/2/09,Didanosine,Videx,50mg,'Chewable/dispersible tablet',59.059059,7.059838,0.670438,'BMS Meymac France',Pediatric
FPQ-13123,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.21132,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Chewable/dispersible tablet - FDC',59.059059,4.681787,0.419024,'Cipla Patalganga India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.597753,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Efavirenz,Generic,200mg,Capsule,89.089089,16.111293,1.005657,'Aurobindo Unit III India',Pediatric
FPQ-11103,'Direct Drop',EXW,1/3/13,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.813264,0.041902,'Cipla Goa India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,11.340329,0.71234,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/27/14,Efavirenz,Generic,200mg,Capsule,89.089089,19.596623,1.215169,'Aurobindo Unit III India',Pediatric
FPQ-5630,'Direct Drop',DDP,5/5/10,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.282988,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-8024,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.37481,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10286,'Direct Drop',EXW,8/14/12,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-14083,'Direct Drop',EXW,6/2/14,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-11864,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-12033,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13990,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.935406,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14101,'Direct Drop',EXW,7/8/14,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.062691,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.63491,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8741,'Direct Drop',CIP,3/9/12,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.449125,0.041902,'Cipla Goa India',Pediatric
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,7/4/07,Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,5.759341,0.544731,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Lamivudine,Epivir,10mg/ml,'Oral solution',239.239239,4.131863,0.083805,'GSK Mississauga (Canada)',Pediatric
FPQ-14409,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-6483,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/27/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,20.376921,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/29/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,20.094528,0.460926,'Aurobindo Unit III India',Pediatric
FPQ-14042,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.21132,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12057,'Direct Drop',EXW,5/23/13,Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-14407,'Direct Drop',FCA,6/23/14,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-13973,'Direct Drop',DDP,4/28/15,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,18.214381,0.419024,'Aurobindo Unit III India',Pediatric
FPQ-4187,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,10.879581,0.251414,'Aurobindo Unit III India',Pediatric
FPQ-10514,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6341,'Direct Drop',EXW,9/27/10,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-12093,'Direct Drop',EXW,5/17/13,Didanosine,Generic,125mg,'Delayed-release capsules',29.029029,6.316697,1.173266,'Aurobindo Unit III India',Pediatric
FPQ-5623,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,1.434262,0.041902,'Cipla Goa India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,2.125383,0.419024,'MSD Midrand J burg SA',Pediatric
FPQ-12093,'Direct Drop',EXW,5/17/13,Didanosine,Generic,200mg,'Delayed-release capsules',29.029029,8.174549,1.550388,'Aurobindo Unit III India',Pediatric
FPQ-8303,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Ritonavir,Norvir,80mg/ml,'Oral solution',89.089089,4.436551,0.293317,'ABBVIE (Abbott) France',Pediatric
FPQ-7053,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-8023,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-10728,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,8.977141,0.209512,'Aurobindo Unit III India',Pediatric
FPQ-7464,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6484,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.501144,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-6981,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-9640,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,4.607473,0.125707,'Aurobindo Unit III India',Pediatric
FPQ-7175,'Direct Drop',DDP,3/24/11,Efavirenz,Generic,50mg,Capsule,29.029029,1.813264,0.335219,'Aurobindo Unit III India',Pediatric
FPQ-12803,'Direct Drop',FCA,9/17/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,22.9036,0.419024,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-14811,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,6.91121,0.419024,'Strides Bangalore India.',Pediatric
FPQ-8024,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,100mg,Capsule,99.099099,3.53735,0.209512,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,100mg,'Chewable/dispersible tablet',59.059059,5.759341,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-15269,'Direct Drop',DDP,12/10/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,16.133587,0.377121,'Aurobindo Unit III India',Pediatric
FPQ-9676,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,3.084034,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-12057,'Direct Drop',FCA,5/23/13,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,45.197824,0.838047,'ABBVIE (Abbott) Logis. UK',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Stocrin/Sustiva,50mg,Capsule,29.029029,2.578699,0.502828,'MSD Haarlem NL',Pediatric
FPQ-13973,'Direct Drop',DDP,11/4/14,Efavirenz,Generic,200mg,Capsule,89.089089,17.530692,1.089462,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/29/14,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.785827,0.460926,'ABBVIE Ludwigshafen Germany',Pediatric
