'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-7270,'Direct Drop',EXW,3/30/11,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,57.742041,3.268385,'Inverness Japan','HIV test'
FPQ-15569,'Direct Drop',EXW,2/20/15,'HIV Capillary Tubes for Determine EDTA 50uL100 Pcs',Determine,300mg,'Test kit - Ancillary',99.099099,5.945126,0.335219,'Alere Medical Co. Ltd.','HIV test - Ancillary'
FPQ-14162,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.642341,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-8624,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Aurobindo Unit III India',Adult
FPQ-10286,'Direct Drop',EXW,8/15/12,Zidovudine,Generic,300mg,Tablet,59.059059,4.904729,0.460926,'Cipla Goa India',Adult
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Strides Bangalore India.',Adult
FPQ-14156,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.845278,0.460926,'Aurobindo Unit III India',Adult
FPQ-14942,'Direct Drop',DDP,8/24/15,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,11.34776,2.137021,'Aurobindo Unit III India',Adult
FPQ-12712,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.047264,1.885607,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,11.340329,0.71234,'Aurobindo Unit III India',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.761244,0.167609,'Aurobindo Unit III India',Adult
FPQ-3815,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,5.090515,0.963754,'Aurobindo Unit III India',Adult
FPQ-7175,'Direct Drop',DDP,3/24/11,Efavirenz,Generic,50mg,Capsule,29.029029,1.813264,0.335219,'Aurobindo Unit III India',Pediatric
FPQ-13035,'Direct Drop',DDP,12/2/13,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,10.604619,2.011314,'Aurobindo Unit III India',Adult
FPQ-14995,'Direct Drop',EXW,10/29/14,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,20.458667,1.927509,'Aurobindo Unit III India',Adult
FPQ-3560,'Direct Drop',DDP,7/21/09,Ritonavir,Norvir,100mg,Capsule,83.083083,7.557742,0.502828,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-8787,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,7.646919,0.71234,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8464,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.983235,0.754243,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.898249,0.251414,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13973,'Direct Drop',DDP,6/25/14,Abacavir,Generic,20mg/ml,'Oral solution',239.239239,18.214381,0.419024,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,4/28/08,'HIV 1/2 Determine HIV Kit without Lancets',Determine,300mg,'Test kit',99.099099,53.498707,3.01697,'Inverness Japan','HIV test'
FPQ-6943,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.210368,0.586633,'Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India',Adult
'Pre-PQ Process','Direct Drop',EXW,4/29/09,Stavudine,Generic,30mg,Capsule,59.059059,1.077554,0.083805,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,30.543087,0.586633,'ABBVIE (Abbott) Logis. UK',Pediatric
FPQ-14226,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,1.932166,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Aurobindo Unit VII IN',Adult
FPQ-5623,'From RDC','N/A - From RDC','N/A - From RDC',Didanosine,Generic,200mg,'Chewable/dispersible tablet',59.059059,11.518683,1.089462,'Aurobindo Unit III India',Pediatric
FPQ-11393,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,10.173598,1.927509,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12522,'Direct Drop',DDP,8/29/14,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,24.337862,2.30463,'Hetero Unit III Hyderabad IN',Adult
FPQ-15823,'Direct Drop',FCA,3/2/15,Ritonavir,Norvir,100mg,Tablet,29.029029,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',Adult
FPQ-13108,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.001338,0.460926,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',Adult
FPQ-11294,'Direct Drop',EXW,1/15/13,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-10394,'Direct Drop',EXW,8/9/12,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.261437,0.502828,'Hetero Unit III Hyderabad IN',Adult
FPQ-15618,'Direct Drop',EXW,3/13/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
FPQ-8417,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8048,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',EXW,6/21/07,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-16241,'Direct Drop',EXW,5/29/15,Nevirapine,Generic,50mg,'Chewable/dispersible tablet',29.029029,0.928926,0.167609,'Aurobindo Unit III India',Pediatric
FPQ-10619,'Direct Drop',EXW,10/4/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.653013,0.251414,'Aurobindo Unit III India',Adult
FPQ-15087,'Direct Drop',EXW,10/30/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.605184,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-7175,'Direct Drop',DDP,3/28/11,Nevirapine,Generic,200mg,Tablet,59.059059,2.021343,0.209512,'Cipla Goa India',Adult
FPQ-14100,'Direct Drop',EXW,5/20/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,7.260486,0.670438,'Ranbaxy Paonta Shahib India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-5688,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6263,'Direct Drop',EXW,10/7/10,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,14.862816,3.352189,'Standard Diagnostics Korea','HIV test'
FPQ-4187,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-11281,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-3963,'Direct Drop',EXW,7/2/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-10765,'Direct Drop',EXW,10/16/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-10089,'Direct Drop',EXW,6/12/12,Nevirapine,Generic,200mg,Tablet,59.059059,1.746381,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,15mg,Capsule,59.059059,1.114711,0.083805,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Aurobindo Unit III India',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,Efavirenz,Generic,600mg,Tablet,29.029029,12.432746,2.346533,'Hetero Unit III Hyderabad IN',Adult
FPQ-12536,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.138343,0.586633,'Cipla Goa India',Adult
FPQ-10765,'Direct Drop',EXW,10/16/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-7166,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.449125,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','Direct Drop',EXW,8/28/07,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.','HIV test'
FPQ-9001,'Direct Drop',FCA,1/25/12,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',Adult
FPQ-9894,'Direct Drop',DDP,6/5/12,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,95.679379,5.405405,'Alere Medical Co. Ltd.','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Aurobindo Unit III India',Adult
FPQ-11254,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-12522,'Direct Drop',DDP,8/27/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',Adult
FPQ-12094,'Direct Drop',FCA,4/25/13,Didanosine,Videx,25mg,'Chewable/dispersible tablet',59.059059,5.201986,0.502828,'Bristol-Myers Squibb Anagni IT',Pediatric
FPQ-4187,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-11560,'Direct Drop',EXW,2/13/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,11.674742,2.178923,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-12522,'Direct Drop',DDP,8/13/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,24.337862,2.30463,'Hetero Unit III Hyderabad IN',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Etravirine,Intelence,100mg,Tablet,119.119119,20.443804,0.963754,'Janssen-Cilag Latina IT',Adult
FPQ-15569,'Direct Drop',EXW,2/20/15,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,66.139532,3.729311,'Alere Medical Co. Ltd.','HIV test'
FPQ-14314,'Direct Drop',CIP,6/3/14,Raltegravir,Isentress,400mg,Tablet,59.059059,41.244315,3.855018,'MSD Haarlem NL',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,12.08347,2.262728,'Aurobindo Unit III India',Adult
FPQ-3560,'Direct Drop',DDP,7/21/09,Efavirenz,Generic,50mg,Capsule,29.029029,2.831366,0.544731,'Aurobindo Unit III India',Pediatric
FPQ-6262,'Direct Drop',DDP,9/24/10,Zidovudine,Generic,300mg,Tablet,59.059059,5.447222,0.502828,'Aurobindo Unit III India',Adult
FPQ-14100,'Direct Drop',EXW,5/20/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-3560,'Direct Drop',DDP,8/3/09,Stavudine,Generic,1mg/ml,'Oral solution',199.199199,1.865283,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-13035,'Direct Drop',DDP,12/2/13,Stavudine,Zerit,20mg,Capsule,59.059059,3.559644,0.335219,'Bristol-Myers Squibb Anagni IT',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Saquinavir,Invirase,200mg,Capsule,269.269269,58.440593,1.215169,'Roche Basel',Adult
FPQ-11143,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,30/60mg,'Tablet - FDC',59.059059,1.679498,0.167609,'Mylan (formerly Matrix) Nashik',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.378051,0.209512,'Hetero Unit III Hyderabad IN',Adult
FPQ-11141,'Direct Drop',FCA,2/4/13,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',Pediatric
FPQ-5275,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Hetero Unit III Hyderabad IN',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.366428,0.628536,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Stavudine,Zerit,30mg,Capsule,59.059059,2.838798,0.251414,'BMS Meymac France',Adult
FPQ-8071,'Direct Drop',EXW,8/1/11,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,59.451265,3.352189,'Inverness Japan','HIV test'
'Pre-PQ Process','Direct Drop',EXW,7/4/07,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,1.42683,0.041902,'Aurobindo Unit III India',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,20mg/ml,'Oral solution',239.239239,15.643114,0.377121,'Aurobindo Unit III India',Pediatric
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,19.84186,0.921852,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6221,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-6976,'Direct Drop',EXW,2/1/11,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,14.862816,2.807459,'Aurobindo Unit III India',Adult
FPQ-9576,'Direct Drop',EXW,6/11/12,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.948367,0.670438,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12623,'Direct Drop',EXW,8/5/13,'HIV Capillary Tubes for Determine EDTA 50uL100 Pcs',Determine,300mg,'Test kit - Ancillary',99.099099,5.945126,0.335219,'Alere Medical Co. Ltd.','HIV test - Ancillary'
'Pre-PQ Process','Direct Drop',DDP,11/12/07,Zidovudine,Retrovir,10mg/ml,'Oral solution',199.199199,5.900538,0.167609,'GSK Mississauga (Canada)',Pediatric
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Aurobindo Unit III India',Adult
FPQ-11143,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.665973,0.628536,'Aurobindo Unit III India',Adult
FPQ-8023,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13696,'Direct Drop',EXW,3/21/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6185,'Direct Drop',CIP,9/27/10,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,15.048601,2.849361,'Aurobindo Unit III India',Adult
FPQ-6677,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,11.808507,1.089462,'Cipla Patalganga India',Adult
FPQ-6818,'Direct Drop',FCA,2/9/11,Ritonavir,Norvir,100mg,Capsule,335.335335,153.466009,2.556044,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-4659,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Strides Bangalore India.',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.225231,0.586633,'Aurobindo Unit III India',Adult
FPQ-13394,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.026872,0.586633,'Cipla Goa India',Adult
FPQ-15075,'Direct Drop',EXW,10/22/14,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.059838,0.670438,'Aurobindo Unit III India',Adult
FPQ-6976,'Direct Drop',EXW,2/1/11,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,9.660831,1.801802,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',CIP,12/30/08,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Atripla,600/200/300mg,'Tablet - FDC',29.029029,37.454297,7.039598,'MSD Haarlem NL',Adult
FPQ-14942,'Direct Drop',DDP,10/9/14,Nevirapine,Generic,200mg,Tablet,59.059059,10.210755,0.963754,'Aurobindo Unit III India',Adult
FPQ-6801,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,50mg,Capsule,29.029029,1.664635,0.293317,'Aurobindo Unit III India',Pediatric
FPQ-8520,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.06174,0.586633,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-11022,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,200mg,Tablet,89.089089,5.424928,0.335219,'Strides Bangalore India.',Pediatric
FPQ-13628,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11161,'Direct Drop',EXW,12/26/12,'HIV 1/2/O First Response HIV 1-2.0 v.3.0 Cards Kit','First Response',300mg,'Test kit',29.029029,16.720668,3.142678,'Premier Med. Corp Ltd. India','HIV test'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.151868,0.125707,'Aurobindo Unit III India',Adult
FPQ-12539,'Direct Drop',EXW,7/25/13,Lamivudine,Generic,150mg,Tablet,59.059059,1.315359,0.125707,'Micro labs Verna Goa India',Adult
FPQ-3976,'Direct Drop',EXW,9/3/09,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,23.780506,6.704379,'Trinity Biotech Plc','HIV test'
FPQ-7659,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,11.176838,1.047559,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.212657,0.586633,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','HIV 1/2 Clearview Complete Kit',Clearview,300mg,'Test kit',24.024024,55.735561,12.57071,'Inverness USA','HIV test'
FPQ-14162,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,4.087274,0.377121,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,4/7/08,'HIV Lancet Safety for HIV Test kits 100 Pcs',Generic,300mg,'Test kit - Ancillary',99.099099,0.007431,0.0,'Inverness Japan','HIV test - Ancillary'
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13494,'Direct Drop',EXW,2/19/14,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,18.20695,102.6608,'KHB Test Kit Facility Shanghai China','HIV test'
'Pre-PQ Process','Direct Drop',DDP,'N/A - From RDC',Efavirenz,Generic,200mg,Capsule,89.089089,13.993341,0.87995,'Aurobindo Unit III India',Pediatric
FPQ-14396,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,60/30mg,'Tablet - FDC',59.059059,3.039446,0.293317,'Mylan (formerly Matrix) Nashik',Pediatric
FPQ-13797,'Direct Drop',EXW,4/30/14,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,2.675307,0.251414,'Cipla Goa India',Pediatric
FPQ-6818,'Direct Drop',EXW,2/15/11,Abacavir,Generic,300mg,Tablet,59.059059,11.147112,1.047559,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,'Tablet - FDC + co-blister',119.119119,15.234387,0.71234,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-8840,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-9001,'Direct Drop',EXW,1/18/12,Zidovudine,Generic,10mg/ml,'Oral solution',239.239239,1.560596,0.041902,'Aurobindo Unit III India',Pediatric
FPQ-14112,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.617193,1.42468,'Aurobindo Unit VII IN',Adult
FPQ-10556,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.574507,0.670438,'Cipla Kurkumbh India',Adult
FPQ-10119,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,15.234387,1.42468,'Aurobindo Unit III India',Adult
FPQ-8364,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14516,'Direct Drop',EXW,8/11/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
